courseno,title_long_en,degree_level,pre_en,year_end,open_status
255899,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
353797,Master's Thesis,G,Approved Proposal or Concurrent to thesis proposal,2599,1
353799,Master's Thesis,G,Approved Proposal or Concurrent to thesis proposal,2599,1
270798,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
270799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
888797,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
210799,Master’s Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
206797,Master' s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
311897,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
311898,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
311899,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
260797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
260799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
301898,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
301899,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
351797,Master's Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
356797,Master's Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
888799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
033799,Master' s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
652799,Master' s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
217898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
709899,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
709898,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
851798,Independent Study,G,Approved Thesis Proposal or Concurrent to Proposal,2561,1
229496,Cooperative Education,U,fourth year standing and consent of the department,2599,1
251898,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
268797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
268799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
254797,Independent Study,G,Approved proposal or concurrent to thesis proposal,2599,1
254798,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
254799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
216799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
254898,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
254899,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
676799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
950799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
220897,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
220898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
220899,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
209799,Master’s Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
207799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
215898,Doctoral Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
215897,Doctoral Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
205799,Master’s Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
215799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
206492,Mathematical Practicum,U,fourth year standing and consent of the department,2563,0
320221,Pharmacology for Student Nurses,U,"303221, 321221 and concurrence; For Student Nurses",2545,0
256798,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
256799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
228897,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
228898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
676798,Independent Study,G,Approved proposal or concurrent to thesis proposal,2599,1
312797,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
312799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
357797,Master's Thesis,G,Approved Proposal or Concurrent to thesis proposal,2599,1
159898,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
679899,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
679898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
208898,Doctoral Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
208899,Doctoral Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
851798,Independent Study,G,Approved Thesis Proposal or Concurrent to Proposal,2599,1
225799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
204799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
204797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
361797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
452797,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
360797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
360799,Master’s Thesis,G,Approve proposal or concurrent to  thesis proposal,2599,1
462799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
352899,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
252475,Distributed Generation Technologies,U,fourth year standing and consent of the department,2599,1
252476,Fundamental of Power Quality,U,fourth year standing and consent of the department,2599,1
514336,Physical Therapy Clinical Practice 2,U,514335 and 514381 and 514383 and 514395 and 514397,2599,1
751799,Master's Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
905899,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
301799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
677799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
677798,Independent Study,G,Approved proposal or concurrent to thesis proposal,2599,1
091898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
091899,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
253321,Wastewater Engineering and Design,U,251261 and 253314 and 253315; or 251261 and 253216,2599,1
253797,Independent Study,G,Approved proposal or concurrent to thesis proposal,2599,1
253798,Master's Thesis,G,Approved Proposal or Concurrent to Thesis Proposal,2599,1
253799,Master's Thesis,G,Approved Proposal or Concurrent to Thesis Proposal,2599,1
253898,Dissertation,G,Approved proposal or concurrent to thesis proposal,2599,1
206799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
230797,Master’s Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
230799,Master’s Thesis,G,Approved thesis proposal or concurrent to proposal,2599,1
226898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
226899,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
801897,Dissertation,G,Approved proposal of concurrent to thesis proposal,2599,1
801898,Dissertation,G,Approved proposal of concurrent to thesis proposal,2599,1
801899,Dissertation,G,Approved proposal of concurrent to thesis proposal,2599,1
226799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
219799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
851898,Dissertation,G,Approved Thesis proposal or concurrent to proposal,2599,1
029797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
029799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
256484,Enhanced Oil Recovery,U,256481 or concurrence or consent of the department,2599,1
256485,Carbon Capture and Storage,U,256481 or concurrence or consent of the department,2599,1
208424,Optimization for Statistical Learning,U,206324; and 208329 or 229351; and 204217 or 229223,2599,1
206899,Doctoral Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
204898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
346799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
208492,Statistical Training,U,fourth year standing and consent of the department,2599,1
063798,Independent Study,G,Approved proposal or concurrent to thesis proposal,2599,1
211497,Cooperative Education in Biochemistry and Biochemical Innovation,U,fourth year standing and consent of the department,2599,1
179400,Cooperative Education for Lawyers,U,fourth year standing and consent of the department,2599,1
206492,Mathematical Practicum,U,fourth year standing and consent of the department,2599,1
204496,Cooperative Education,U,fourth year standing and consent of the department,2599,1
207305,Introduction to Electromagnetic Theory 1,U,206112; and 207104 or 207199; and 207108 or 207118,2599,1
207406,Optical Physics,U,207104 or 207199; and 207108 or 207118; and 206267,2599,1
218498,Cooperative Education,U,fourth year standing and consent of the department,2599,1
218499,Gemology Project,U,fourth year standing and consent of the department,2599,1
205496,Selected Topics in Geology,U,fourth year standing and consent of the department,2599,1
205499,Independent Study in Geology,U,fourth year standing and consent of the department,2599,1
209494,Cooperative Education,U,fourth year standing and consent of the department,2599,1
209497,Special Problems in Industrial Chemistry,U,fourth year standing and consent of the department,2599,1
209498,Seminar in Industrial Chemistry,U,fourth year standing and consent of the department,2599,1
203222,Physical Chemistry 1,U,203104 or 203113; and 206112 or 206116; and 207187,2599,1
203223,Physical Chemistry 2,U,203104 or 203113; and 206112 or 206116; and 207187,2599,1
653797,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
653799,Master’s Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
653897,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
653898,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
653899,Doctoral Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
265797,Master's Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
900798,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
900799,Master’s Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
900898,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
900899,Dissertation,G,Approved proposal or concurrent to Thesis proposal,2599,1
265799,Master's Thesis,G,Approved proposal or concurrent to Thesis proposal,2599,1
255497,Advanced Topics in Industrial Engineering 2,U,fourth year standing and consent of the department,2599,1
255499,Special Topics in Industrial Engineering 2,U,fourth year standing and consent of the department,2599,1
061489,Micro-Teaching,U,FOURTH YEAR STANDING OR  CONSENT OF THE INSTRUCTOR,2599,1
061498,Preparation for Teaching Profession Practicum,U,FOURTH YEAR STANDING OR  CONSENT OF THE INSTRUCTOR,2599,1
071498,Preparation for Teaching Profession Practicum,U,FOURTH YEAR STANDING OR  CONSENT OF THE INSTRUCTOR,2599,1
076429,Business Occupational Learning and Management,U,FOURTH YEAR STANDING OR  CONSENT OF THE DEPARTMENT,2599,1
077415,Management and Enrichment of Child Development in Childcare Center,U,FOURTH YEAR STANDING OR  CONSENT OF THE INSTRUCTOR,2599,1
077417,Practicum in Home Economics,U,FOURTH YEAR STANDING OR  CONSENT OF THE INSTRUCTOR,2599,1
091898,Ph.D. Dissertation,G,Approved proposal or concurrent to thesis proposal,2560,1
091899,Ph.D. Dissertation,G,Approved proposal or concurrent to thesis proposal,2560,1
156799,Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
159799,Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
159898,Ph.D.Dissertation,G,Approved proposal or concurrent to thesis proposal,2560,1
159899,Ph.D.Dissertation,G,Approved proposal or concurrent to thesis proposal,2560,1
177423,Reorganization Law,U,177333 OR 177413 OR CONCURRENT TO 177333 OR 177413,2550,0
177423,Reorganization Law,U,177333 OR 177431 OR CONCURRENT TO 177333 OR 177431,2554,0
179400,Cooperative Education for Lawyers,U,fourth year standing and consent of the department,2563,0
008409,Practicum,U,HOTEL BUSINESS COURSES OR TOURIST BUSINESS COURSES,2549,0
008409,Practicum,U,HOTEL BUSINESS COURSES OR TOURIST BUSINESS COURSES,2555,0
204898,Thesis,G,Approved proposal or concurrent to thesis proposal,2556,1
204898,Thesis,G,Approved proposal or concurrent to thesis proposal,2561,1
205410,Field Geology,U,205302 AND 205324 AND 205344; AND 205356 OR 205358,2558,0
205483,X Ray Fluorescence Technique for Analysis of Geologic Materials,U,Fourth year standing and consent of the instructor,2553,0
205496,Selected Topics in Geology,U,fourth year standing and consent of the department,2563,1
205499,Independent Study in Geology,U,fourth year standing and consent of the instructor,2556,0
207799,M.S. Thesis,G,Approved proposal or concurrent to thesis proposal,2560,1
208492,Statistical Training,U,fourth year standing and consent of the department,2563,1
209498,Seminar in Industrial Chemistry,U,FOURTH YEAR STANDING AND CONSENT OF THE INSTRUCTOR,2555,0
209898,Ph.D.Thesis,G,Approved proposal or concurrent to thesis proposal,2559,1
211497,Cooperative Education in Biochemistry and Biochemical Technology,U,fourth year standing and consent of the instructor,2563,1
009421,Web Master,U,THIRD  YEAR STANDING AND CONSENT OF THE INSTRUCTOR,2599,0
215441,Bacterial Physiology,U,203204 and 203208 or 203206 and 203209; and 215201,2563,0
215799,M.S. Thesis,G,Approved proposal or concurrent to thesis proposal,2560,1
216799,M.S.Thesis,G,Approved proposal or concurrent to thesis proposal,2560,1
218498,Cooperative Education,U,FOURTH YEAR STANDING AND CONSENT OF THE DEPARTMENT,2563,1
218499,Gemology Project,U,fourth year standing and consent of the department,2556,0
226799,M.S. Thesis,G,Approved proposal or concurrent to thesis proposal,2561,1
226898,Ph.D. Thesis,G,Approved proposal or concurrent to thesis proposal,2562,1
226899,Ph.D. Thesis,G,Approved proposal or concurrent to thesis proposal,2562,1
227799,M.S. Thesis,G,Approved proposal or concurrent to thesis proposal,2599,1
251432,Highway Engineering Laboratory,U,251372 AND AT LEAST CONCURRENT TO 251431 OR 251433,2549,0
251436,Introduction to Transportation Engineering,U,FOURTH YEAR STANDING AND CONSENT OF THE INSTRUCTOR,2550,0
251436,Transportation,U,FOURTH YEAR STANDING AND CONSENT OF THE INSTRUCTOR,2553,1
251452,Construction Estimation and Specification,U,"251313, AND 251419 OR 251422, AND 251431 OR 251433",2549,0
252439,Advanced Topics in Electronic Engineering,U,Fourth year standing and consent of the instructor,2554,0
252439,Advanced Topics in Electronic Engineering,U,Fourth year standing and consent of the instructor,2599,1
252449,Advanced Topics in Telecommunication Engineering,U,Fourth year standing and consent of the instructor,2554,0
252449,Advanced Topics in Telecommunication Engineering,U,Fourth year standing and consent of the instructor,2599,1
252459,Advanced Topics in Control System Engineering,U,Fourth year standing and consent of the instructor,2554,0
252459,Advanced Topics in Control System Engineering,U,Fourth year standing and consent of the instructor,2599,1
252479,Advanced Topics in Electrical Engineering Materials,U,Fourth year standing and consent of the instructor,2554,0
252479,Advanced Topics in Electrical Engineering Materials,U,Fourth year standing and consent of the instructor,2599,1
252489,Advanced Topics in Electrical Power Engineering,U,Fourth year standing and consent of the instructor,2554,0
252489,Advanced Topics in Electrical Power Engineering,U,Fourth year standing and consent of the instructor,2599,1
253492,Cooperative Education,U,fourth year standing and consent of the department,2599,1
254490,Special Study for Project,U,FOURTH YEAR STANDING OR APPROVAL BY THE DEPARTMENT,2564,1
255497,Advanced Topics in Industrial Engineering 2,U,fourth year standing and consent of the department,2564,1
255499,Special Topics in Industrial Engineering 2,U,fourth year standing and consent of the department,2564,1
255799,Thesis,G,Approved proposal or concurrent to thesis proposal,2559,1
255799,Thesis,G,Approved proposal or concurrent to thesis proposal,2549,1
256494,Cooperative Education,U,Fourth year standing and consent of the department,2599,1
260791,Seminar in Agricultural Engineering,G,Consent of the Agricultural Engineering Department,2560,1
011791,Seminar in Philosophy,G,011704 and 011706 and 011707 and 011708 and 011709,2562,1
310351,General Surgery for Dental Students,U,301251 and 301252 and 301253; For Dental Students,2556,0
310601,Extern in Clinical Surgery,U,FIFTH YEAR MEDICAL COURSE AND SIXTH YEAR STANDING,2555,0
321224,Physiology for Nursing Students,U,Second year standing or consent of the department,2599,1
321251,Physiology for Dental Students,U,202182 and 207166 and 207176 or 207145 and 207155,2553,0
351497,Seminar 1,U,fourth year standing or consent of the department,2599,1
352497,Seminar 1,U,fourth year standing or consent of the department,2599,1
356497,Seminar 1,U,Fourth year standing or consent of the instructor,2555,0
356497,Seminar 1,U,fourth year standing or consent of the department,2560,0
356498,Seminar 2,U,fourth year standing or consent of the instructor,2555,0
356498,Seminar 2,U,fourth year standing or consent of the department,2560,0
356499,Special Problems,U,fourth year standing or consent of the department,2560,0
357498,Seminar 2,U,fourth year standing or consent of the department,2599,1
359897,Ph.D. Thesis,G,Approve thesis proposal or concurrent to proposal,2559,1
368799,Thesis,G,Approve proposal or concurrent to thesis proposal,2560,1
370799,Thesis,G,Approve proposal or concurrent to thesis proposal,2561,0
461681,Pharmaceutical Science Clerkship in Cosmetics,U,Sixth year standing and consent of the department,2599,1
461682,Pharmaceutical Science Clerkship in Drug Registration,U,Sixth year standing and consent of the department,2599,1
461683,Clerkship in Pharmacy Services in Drug Store,U,SIXTH YEAR STANDING AND CONSENT OF THE DEPARTMENT,2599,1
461684,Consumer Protection Clerkship in Pharmaceutical Sciences,U,Sixth year standing and consent of the department,2599,1
461685,General Clerkship in Pharmaceutical Sciences,U,Sixth year standing and consent of the department,2599,1
461686,Pharmaceutical Science Clerkship in Drug Production 4,U,Sixth year standing and consent of the department,2599,1
461687,Pharmaceutical Science Clerkship in Drug Analysis 4,U,Sixth year standing and consent of the department,2599,1
461688,Pharmaceutical Science Clerkship in Pharmaceutical Research and Development 4,U,Sixth year standing and consent of the department,2599,1
461689,Pharmaceutical Science Clerkship in Drug Registration 2,U,Sixth year standing and consent of the department,2599,1
461690,Co-Operative Training in Industrial Pharmacy,U,Sixth year standing and consent of the department,2599,1
461691,Pharmaceutical Science Clerkship in Drug Production 1,U,Sixth year standing and consent of the department,2599,1
461692,Pharmaceutical Science Clerkship in Drug Production 2,U,Sixth year standing and consent of the department,2599,1
461693,Pharmaceutical Science Clerkship in Drug Production 3,U,Sixth year standing and consent of the department,2599,1
461694,Pharmaceutical Science Clerkship in Drug Analysis 1,U,Sixth year standing and consent of the department,2599,1
461695,Pharmaceutical Science Clerkship in Drug Analysis 2,U,Sixth year standing and consent of the department,2599,1
461696,Pharmaceutical Science Clerkship in Drug Analysis 3,U,Sixth year standing and consent of the department,2599,1
461697,Pharmaceutical Science Clerkship in Pharmaceutical Research and Development 1,U,Sixth year standing and consent of the department,2599,1
461698,Pharmaceutical Science Clerkship in Pharmaceutical Research and Development 2,U,Sixth year standing and consent of the department,2599,1
461699,Pharmaceutical Science Clerkship in Pharmaceutical Research and Development 3,U,Sixth year standing and consent of the department,2599,1
462311,Drug Information,U,Third year standing and consent of the department,2599,1
462651,Clerkship in Consumer Health Protection,U,Sixth year standing and consent ot the department,2599,1
462663,Pharmaceutical Care Clerkship in Clinical Research 3,U,Sixth year standing and consent of the department,2599,1
462664,Pharmaceutical Care Clerkship in Clinical Research 4,U,Sixth year standing and consent of the department,2599,1
462681,Pharmaceutical Care Clerkship in Ambulatory Care Patients 1,U,Sixth year standing and consent of the department,2599,1
462682,Pharmaceutical Care Clerkship in Medical Ward 3,U,Sixth year standing and consent of the department,2599,1
462684,Pharmaceutical Care Clerkship in Ambulatory Care Patients 3,U,Sixth year standing and consent of the department,2599,1
462685,Pharmaceutical Care Clerkship in Medical Ward 4,U,Sixth year standing and consent of the department,2599,1
462686,Pharmaceutical Care Clerkship for Patients with Nutritional Therapy,U,sixth year standing and consent of the department,2599,1
462687,Pharmaceutical Care Clerkship for Therapeutic Drug Monitoring in Patients,U,sixth year standing and consent of the department,2599,1
462688,Pharmaceutical Care Clerkship for Patients with Chemotherapy,U,sixth year standing and consent of the department,2599,1
462690,Pharmaceutical Care Clerkship in Drug Information Service 2,U,Sixth year standing and consent of the department,2599,1
462690,Pharmaceutical Care Clerkship in Drug Information Service 2,U,sixth year standing and consent of the department,2556,0
462697,Pharmaceutical Care Clerkship in Community Pharmacy 3,U,Sixth year standing and consent of the department,2599,1
462698,Pharmaceutical Care Clerkship in Community Pharmacy 4,U,Sixth year standing and consent of the department,2599,1
462699,Pharmaceutical Care Clerkship in Community 2,U,Sixth year standing and consent of the department,2599,1
463681,Industrial Pharmacy Clerkship in Production 1,U,sixth year standing and consent of the department,2599,1
463682,Industrial Pharmacy Clerkship in Quality Assurance 1,U,sixth year standing and consent of the department,2599,1
463683,Industrial Pharmacy Clerkship in Research and Development 1,U,sixth year standing and consent of the department,2599,1
463684,Industrial Pharmacy Clerkship in Production 2,U,sixth year standing and consent of the department,2599,1
463685,Industrial Pharmacy Clerkship in Production 3,U,sixth year standing and consent of the department,2599,1
463686,Industrial Pharmacy Clerkship in Quality Assurance 2,U,sixth year standing and consent of the department,2599,1
463687,Industrial Pharmacy Clerkship in Quality Assurance 3,U,sixth year standing and consent of the department,2599,1
463688,Industrial Pharmacy Clerkship in Research and Development 2,U,sixth year standing and consent of the department,2599,1
463689,Industrial Pharmacy Clerkship in Research and Development 3,U,sixth year standing and consent of the department,2599,1
463691,Clerkship in Clinical Research Association and Drug Registration 1,U,sixth year standing and consent of the department,2599,1
463692,Clerkship in Clinical Research Association and Drug Registration 2,U,sixth year standing and consent of the department,2599,1
463693,Industrial Pharmacy Clerkship in Production 4,U,sixth year standing and consent of the department,2599,1
463694,Industrial Pharmacy Clerkship in Quality Assurance 4,U,sixth year standing and consent of the department,2599,1
463695,Industrial Pharmacy Clerkship in Research and Development 4,U,sixth year standing and consent of the department,2599,1
463697,Industrial Pharmacy Clerkship in Cosmetics 1,U,sixth year standing and consent of the department,2599,1
463698,Industrial Pharmacy Clerkship in Cosmetics 2,U,sixth year standing and consent of the department,2599,1
463699,Cooperative Education in Industrial Pharmacy,U,sixth year standing and consent of the department,2599,1
463797,Thesis,G,Approve proposal or Concurrent to Thesis proposal,2562,1
464341,Health and Pharmaceutical Information,U,third year standing and consent of the department,2599,1
562799,Thesis,G,Approve thesis proposal or concurrent to proposal,2559,1
605799,Thesis,G,Approve thesis proposal or concurrent to proposal,2560,1
701410,Accounting for climate change and sustainability,U,fourth year standing or consent of the department,2599,1
701435,Software for Accounting,U,Fourth year standing or consent of the instructor,2555,0
701435,Computer for Accounting,U,Fourth year standing or consent of the instructor,2548,0
701435,Software for Accounting,U,FOURTH YEAR STANDING OR CONSENT OF THE DEPARTMENT,2599,1
701445,Hotel Accounting,U,Fourth year standing or consent of the instructor,2554,0
701451,Selected Topics in Accounting,U,Fourth year standing or consent of the instructor,2554,0
701451,Selected Topics in Accounting,U,Fourth year standing or consent of the instructor,2554,0
701455,International Accounting,U,fourth year standing or consent of the instructor,2556,0
701455,International Accounting,U,fourth year standing or consent of the department,2559,0
701495,Seminar in Auditing,U,fourth year standing or consent of the department,2599,1
701496,Seminar in Financial Accounting,U,fourth year standing or consent of the department,2599,1
701497,Seminar in Managerial Accounting,U,fourth year standing or consent of the department,2599,1
701498,Selected Topic in Accounting,U,Fourth year standing or consent of the department,2559,0
702799,Thesis,G,Approve proposal or concurrent to Thesis proposal,2560,1
703498,Selected Topics in Management,U,FOURTH YEAR STANDING OR CONSENT OF THE INSTRUCTOR,2555,0
703498,Selected Topics in Management,U,FOURTH YEAR STANDING OR CONSENT OF THE DEPARTMENT,2559,0
753898,Thesis,G,Approve thesis proposal or concurrent to proposal,2599,1
753899,Thesis,G,Approve thesis proposal or concurrent to proposal,2599,1
952898,Ph.D. Thesis,G,Approve thesis proposal or concurrent to proposal,2559,1
130799,THESIS,G,Approve thesis proposal or concurrent to proposal,2561,0
351498,Seminars,U,fourth year standing or consent of the department,2559,1
052498,Preparation for Teaching Profession Practicum,U,fourth year standing or consent of the department,2599,1
520799,Thesis,G,Approve thesis proposal or concurrent to proposal,2561,1
357494,Selected Topics in Entomology,U,fourth year standing or consent of the department,2599,1
011480,Selected Topics in Philosophy,U,fourth year standing or consent of the department,2563,1
701450,Accounting for Climate Change and Sustainability,U,fourth year standing or consent of the department,2599,1
701455,International Accounting,U,fourth year standing or consent of the department,2599,1
701458,Selected Topics in Accounting,U,fourth year standing or consent of the department,2599,1
704498,Selected Topics in Service Business Management,U,fourth year standing or consent of the department,2599,1
368497,Seminar 1,U,fourth year standing or consent of the department,2599,1
515444,"Ethics, Administration and Law for Radiologic Technologist",U,fourth year standing or consent of the department,2599,1
703498,Selected Topics in Management,U,fourth year standing or consent of the department,2599,1
514798,Independent Study,G,Approve thesis proposal or concurrent to proposal,2563,0
514799,Thesis,G,Approve thesis proposal or concurrent to proposal,2563,1
100498,Preparation for Teaching Profession Practicum,U,fourth year standing or consent of the department,2599,1
321724,Advance Techniques in Experimental Physiology,G,"321700,321701,321702 or consent of the instructor",2599,1
057426,Physical Education Administration,U,fourth year standing or consent of the department,2599,1
065410,Calculus in School Mathematics,U,fourth year standing or consent of the department,2599,1
065411,Connection between University Mathematics and School Mathematics,U,fourth year standing or consent of the department,2599,1
365497,Seminar 1,U,fourth year standing or consent of the department,2562,1
365498,Seminar 2,U,fourth year standing or consent of the department,2562,1
055725,Measurement Instruments Construction for Subject Course,G,"055721,055723,055724 or consent of the instructor",2599,1
305492,Subspecialties in Psychiatry for Medical Students,U,Fourth year standing or consent of the department,2599,1
253455,Environmental Management System Standard,U,fourth year standing or consent of the department,2599,1
510307,Health Informatics for Medical Technology,U,third year standing and consent of the department,2599,1
356497,Seminar 1,U,fourth year standing or consent of the department,2564,1
356498,Seminar 2,U,fourth year standing or consent of the department,2564,1
356499,Special Problems,U,fourth year standing or consent of the department,2562,0
463696,Clerkship in Pharmacy Services in Drugstore,U,sixth year standing and consent of the department,2599,1
463671,Industrial Pharmacy Clerkship in Consumer Protection,U,sixth year standing and consent of the department,2599,1
169898,Doctoral Thesis,G,Approve proposal or concurrent to Thesis proposal,2599,1
169899,Doctoral Thesis,G,Approve proposal or concurrent to Thesis proposal,2599,1
056370,Industrial Drafting for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
056372,Industrial Woodworking for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
056374,Industrial Electricity for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
056376,Industrial Metal Working for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
056378,Industrial Power Mechanics for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
601898,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
601899,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
056472,Industrial Woods and Construction for Teacher,U,TECHNICAL BACKGROUND OR CONSENT OF THE INSTRUCTOR,2555,0
359897,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
359898,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
359899,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
159899,Dissertation,G,Approve proposal or concurrent to thesis proposal,2599,1
361799,Master’s Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
351799,Master's Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
356799,Master's Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
213897,Doctoral Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
213898,Doctoral Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
702799,Master’s Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
851799,Master' s Thesis,G,Approve thesis proposal or concurrent to proposal,2561,1
205497,Internship in Geology 2,U,fourth year standing or consent of the department,2563,1
954492,Special Topics in Work Integrated Learning 1,U,fourth year standing or consent of the department,2599,1
954493,Special Topics in Work Integrated Learning 2,U,fourth year standing or consent of the department,2599,1
217799,Master’s Thesis,G,Approve thesis proposal or concurrent to proposal,2599,1
105501,Presentation of Art Thesis in Painting Proposal,U,fifth year standing and consent of the department,2599,1
207897,Doctoral Thesis,G,Approve proposal or concurrent to thesis proposal,2599,1
