courseno,title_long_en,degree_level,pre_en,year_end,open_status
751305,Econometrics 1,U,(206172 and 208272) or 751304,2599.0,1
466410,Clinical Pharmacokinetics and Clinical Pharmacogenetics,U,466301 and 466304 and 466407,2599.0,1
465531,Cosmetic Product Development 2,U,465120 and 465509 and 465530,2599.0,1
466517,Rational Pharmaceutical Products Selection,U,466302 and 466304 and 466407,2599.0,1
953444,Web Services and Microservices,U,953231 and (953214 or 953361),2599.0,1
953464,Mobile Application Development,U,953202 and (953214 or 953361),2599.0,1
953465,Wireless Application Technologies,U,953202 and (953214 or 953361),2599.0,1
851404,International News and Features,U,851104 and (001201 or 001223),2599.0,1
210455,Materials for Energy,U,210201 and (207205 or 207305),2599.0,1
210383,Metals and Alloys,U,(210206 or 210207) and 210251,2599.0,1
210448,Optical Materials,U,210343 or (210201 and 207406),2599.0,1
210463,Joining of Materials,U,(210206 or 210207) and 210251,2599.0,1
210485,Corrosion and Degradation of Materials,U,(210204 or 210205) and 203111,2599.0,1
208454,Actuarial Modeling,U,(208250 or 208321) and 208353,2599.0,1
208321,Mathematical Statistics 1,U,(208263 or 208264) and 206111,2599.0,1
213202,Environmental Analytical Chemistry,U,203113 and 203117 and 213201,2599.0,1
213322,Concepts of Environmental Microbiology,U,202102 and 202104 and 213201,2599.0,1
213480,Introduction to Environmental Modeling,U,206265 and 208265 and 213201,2599.0,1
209406,Problem-Solving for Industrial Chemistry Using Software Package,U,(206112 or 206116) and 209201,2599.0,1
020371,Selected Topics in Burmese Language and Culture,U,020221 and 020251 and 020261,2599.0,1
025489,Independent Study,U,(025310 and 025370) or 025399,2599.0,1
002250,French Life and Civilization,U,002102 or 002291 or 002292,2599.0,1
207401,Quantum Mechanics 1,U,207306 and 206267 and 206367,2599.0,1
207413,Methods of Theoretical Physics,U,207402 and 207415 and 206368,2599.0,1
218362,Gemstone Deposits,U,(218234 or 205234) and 218262,2599.0,1
215305,Microbiological Experimental Design,U,215205 and 215206 and 208262,2599.0,1
205476,Subsurface Geology,U,205324 and (205356 or 205358),2599.0,1
209331,Fuel and Fuel Technology,U,203203 and 203207 and 209201,2599.0,1
209341,Petrochemical Industry,U,203203 and 203207 and 209201,2599.0,1
209351,Silicate Science 1,U,(209253 and 209263) or 209254,2599.0,1
209358,Drying and Firing Technology in Ceramic Processing,U,(209253 and 209263) or 209254,2599.0,1
209370,Kinetic Chemistry and Chemical Reactor Design,U,(206112 or 206116) and 209270,2599.0,1
954413,Decision Making in Information Technology Investment and Organizational Management,U,(208262 or 208263) and 954100,2599.0,1
954415,Introduction to Quantitative Business Problems Analysis,U,(208262 or 208263) and 954170,2599.0,1
954414,Preliminary Simulations on Logistics Activities,U,(208262 or 208263) and 954170,2599.0,1
202342,General Plant Physiology,U,202102 and 202104 and 203206,2599.0,1
202463,Bryology,U,(202102 and 202104) or 202260,2599.0,1
203434,Analytical Procedure and Advanced Techniques for Real Samples,U,203331 or (203332 and 203333),2599.0,1
215205,Microbiology,U,(202102 and 202104) or 202147,2599.0,1
604201,Food Process Technology,U,203111 and (602120 or 602122),2599.0,1
513343,Occupational Therapy Fieldwork 2,U,513324 and 513328 and 513340,2599.0,1
314401,Obstetrics and Gynecology 1,U,fourth year standing and for medicine students,2599.0,1
515380,Practice in General Radiographic Technique,U,(515221 or 515256) and 515334,2599.0,1
253413,Capstone Design Project in Environmental Engineering,U,253318 and 253321 and 253441,2599.0,1
209401,Kinetic Chemistry and Chemical Reactor Design,U,203321 or (203323 and 203324),2599.0,1
254231,Engineering Thermodynamics 1,U,206162 and 207106 and 207116,2599.0,1
254428,Design of Mechanical Systems,U,(254213 or 254325) and 254222,2599.0,1
256400,Training in Mining Engineering,U,256316 and (256331 or 256333),2599.0,1
304352,Behavioral Sciences for Dental Students 2,U,304251 and for dentistry students,2599.0,1
305501,Psychiatry,U,fifth year standing and for medicine students,2599.0,1
307501,Advanced Theory and Skill in Medicine,U,fifth year standing and for medicine students,2599.0,1
307601,Clerkship in Medicine,U,sixth year standing and for medicine students,2599.0,1
309501,Anesthesiology,U,fifth year standing and for medicine students,2599.0,1
310501,Subspecialty Surgery,U,fifth year standing and for medicine students,2599.0,1
310601,Clerkship in Surgery,U,sixth year standing and for medicine students,2599.0,1
314501,Obstetrics and Gynecology 2,U,fifth year standing and for medicine students,2599.0,1
314601,Clerkship in Obstetrics and Gynecology,U,sixth year standing and for medicine students,2599.0,1
315512,Ophthalmology,U,fifth year standing and for medicine students,2599.0,1
316501,Otolaryngology,U,fifth year standing and for medicine students,2599.0,1
319501,Pediatrics 2,U,fifth year standing and for medicine students,2599.0,1
319601,Clerkship in Pediatrics,U,sixth year standing and for medicine students,2599.0,1
322251,Community Medicine for Dental Students,U,fourth year standing and for dentistry students,2599.0,1
323501,Orthopedics 1,U,fifth year standing and for medicine students,2599.0,1
323601,Clerkship in Orthopedics,U,sixth year standing and for medicine students,2599.0,1
326601,Clerkship in Accident and Emergency Medicine,U,sixth year standing and for medicine students,2599.0,1
327301,Introduction to Family Health,U,third year standing and for medicine students,2599.0,1
328501,Rehabilitation Medicine,U,fifth year standing and for medicine students,2599.0,1
329304,Research Skill 2,U,third year standing and for medicine students,2599.0,1
330311,Human Hematopoietic and Lymphoreticular System,U,third year standing and for medicine students,2599.0,1
330312,Human Renal and Urinary System,U,third year standing and for medicine students,2599.0,1
330313,Human Endocrine System and Hormones,U,third year standing and for medicine students,2599.0,1
330314,Human Reproductive System and Perinatal Period,U,third year standing and for medicine students,2599.0,1
330315,Human Nervous System,U,third year standing and for medicine students,2599.0,1
330316,Human Special Senses System,U,third year standing and for medicine students,2599.0,1
330592,Selective Experiential Learning in Clinic 4,U,fifth year standing and for medicine students,2599.0,1
331301,Introduction to Clinical Medicine,U,third year standing and for medicine students,2599.0,1
331591,Selective Experiential Learning in Clinic 3,U,fifth year standing and for medicine students,2599.0,1
331592,Selective Experiential Learning in Clinic 4,U,fifth year standing and for medicine students,2599.0,1
331603,Community and Family Medicine,U,sixth year standing and for medicine students,2599.0,1
331691,Selective Experiential Learning in Clinic 5,U,sixth year standing and for medicine students,2599.0,1
331692,Selective Experiential Learning in Clinic 6,U,sixth year standing and for medicine students,2599.0,1
332609,Additional Skill in Major Medical Practice,U,sixth year standing and for medicine students,2599.0,1
604341,Equipments for Processing in Agro-Industry,U,605321 and 604301 or 604304,2599.0,1
701295,Accounting for Planning and Decision Making,U,701100 and not for business administration students in accountancy major,2599.0,1
331512,Forensic Medicine,U,fifth year standing and for medicine students,2599.0,1
331510,Otolaryngology,U,fifth year standing and for medicine students,2599.0,1
305301,Behavioral Sciences,U,third year standing and for medicine students,2599.0,1
320342,Pharmacology for Pharmacy Students I,U,303242 and 321241 or 321242,2599.0,1
305302,Behavioral Sciences for Medical Students,U,third year standing and for medicine students,2599.0,1
320311,Applied Clinical Pharmacology,U,third year standing and for medicine students,2599.0,1
002221,Reading and Writing in French 1,U,002102 or 002291 or 002292,2599.0,1
312501,Forensic Medicine,U,fifth year standing and for medicine students,2599.0,1
326501,Accident and Emergency Medicine,U,fifth year standing and for medicine students,2599.0,1
206363,Mathematics for Engineers,U,206112 or 206203 or 206261,2599.0,1
254282,Fundamentals of Mechanical Engineering,U,206162 and 207104 or 207106,2599.0,1
301391,Dissection of Human Gross Anatomy,U,consent of the department,2599.0,1
303391,Clinical Biochemistry,U,consent of the department,2599.0,1
305491,Mental Health for Medical Students,U,consent of the department,2599.0,1
305592,Advance Psychiatry for Medical Students,U,consent of the department,2599.0,1
307471,General Internal Medicine,U,consent of the department,2599.0,1
307472,Pulmonary and Critical Care Medicine,U,consent of the department,2599.0,1
307473,Cardiovascular Medicine,U,consent of the department,2599.0,1
307474,Gastroenterology and Hepatology,U,consent of the department,2599.0,1
307475,Hematology,U,consent of the department,2599.0,1
307476,Rheumatology,U,consent of the department,2599.0,1
307477,Endocrinology and Metabolism,U,consent of the department,2599.0,1
307478,Oncology,U,consent of the department,2599.0,1
307479,Hiv Medicine,U,consent of the department,2599.0,1
309591,Airway Management,U,consent of the department,2599.0,1
310491,General Surgery,U,consent of the department,2599.0,1
310492,Vascular Surgery 1,U,consent of the department,2599.0,1
310493,Hepatobiliary Pancreatic Surgery 1,U,consent of the department,2599.0,1
310494,Digestive Surgery 1,U,consent of the department,2599.0,1
310591,Vascular Surgery 2,U,consent of the department,2599.0,1
310592,Hapatobiliary Pancreative Surgery 2,U,consent of the department,2599.0,1
310593,Basic Cardiac and Thoracic Surgery,U,consent of the department,2599.0,1
310594,Plastic and Reconstruction Surgery,U,consent of the department,2599.0,1
310595,Digestive Surgery 2,U,consent of the department,2599.0,1
311391,Laboratory Investigations in Microbiology and Immunology,U,consent of the department,2599.0,1
312491,Toxicity Pesticides,U,consent of the department,2599.0,1
312591,Medico-Legal Autopsy,U,consent of the department,2599.0,1
312592,Toxic Substances in Forensic Medicine,U,consent of the department,2599.0,1
312593,Clinical and Emergency Toxicology,U,consent of the department,2599.0,1
314491,Gynecologic Laparoscopy,U,consent of the department,2599.0,1
314492,Menopause,U,consent of the department,2599.0,1
314493,Assisted Reproductive Technologies,U,consent of the department,2599.0,1
314591,Perinatal Care of High Risk Pregnancy,U,consent of the department,2599.0,1
314592,Obstetric Ultrasound,U,consent of the department,2599.0,1
315491,General Ophthalmology 1,U,consent of the department,2599.0,1
316691,Ear Nose Throat 3,U,consent of the department,2599.0,1
317391,Apply Parasitology for Medical Students,U,consent of the department,2599.0,1
318491,Cytology of the Female Genital Tract,U,consent of the department,2599.0,1
318492,Transfusion Practice,U,consent of the department,2599.0,1
318493,Pathological Diagnosis of Respiratory Disease,U,consent of the department,2599.0,1
318494,Fine Needle Aspiration Cytology 1,U,consent of the department,2599.0,1
318495,Fine Needle Aspiration Cytology 2,U,consent of the department,2599.0,1
319491,General Pediatrics,U,consent of the department,2599.0,1
322591,Health Knowledge Communication with Community,U,consent of the department,2599.0,1
323491,Introduction to Orthopedics,U,consent of the department,2599.0,1
323591,Pediatric Orthopedics,U,consent of the department,2599.0,1
323592,Adult Orthopedics,U,consent of the department,2599.0,1
323593,Orthopedics Trauma,U,consent of the department,2599.0,1
323594,Orthopedic Hand Surgery,U,consent of the department,2599.0,1
324492,Diagnostic Radiology,U,consent of the department,2599.0,1
326691,Practical Emergency Medicine for Medical Student,U,sixth year standing and for medicine students,2599.0,1
327491,Family Medicine 1,U,consent of the department,2599.0,1
327492,Family Medicine 2,U,consent of the department,2599.0,1
327493,Alternative Medicine,U,consent of the department,2599.0,1
328591,Sport Rehabilitation,U,consent of the department,2599.0,1
353311,Applied Plant Physiology,U,359311 or 353210 or 353211,2599.0,1
361322,Introduction to Soil and Plant Analysis,U,361202 or 361210 or 361212,2599.0,1
368211,Agricultural Business Management,U,351200 or 751100 or 751101,2599.0,1
368414,Quantitative Methods for Agribusiness Management,U,208273 or 354312 or 356261,2599.0,1
018111,Basic Japanese 1,U,not for humanities students in japanese major,2599.0,1
461511,Tissue Culture of Medicinal Plants,U,461402 or 461404 or 463402,2599.0,1
461523,Aromatic Plants and Spices,U,461402 or 461404 or 463402,2599.0,1
461531,Chirality and Drug Activity,U,461331 or 461333 or 463331,2599.0,1
461561,Pharmaceutical and Cosmetic Raw Material Production by Biotechnology,U,461354 or 461358 or 463354,2599.0,1
461567,Excipients in Solid Dosage Forms,U,461251 or 461357 or 463353,2599.0,1
601468,Lipids in Foods,U,601361 or 606264 or 606361,2599.0,1
601469,Carbohydrates in Foods,U,601361 or 606264 or 606361,2599.0,1
602361,Marine Biotechnology,U,202108 or 202111 or 202120,2599.0,1
751428,Political Economy,U,751100 or 751102 or 751106,2599.0,1
203226,Physical Chemistry for Non-Chemistry Students,U,203104 or 203111 or 203151,2599.0,1
210204,Phase Equilibria and Kinetics of Materials,U,207103 or 207188 or 207198,2599.0,1
951321,Game Programming 1,U,951125 or 951202 or 206255,2599.0,1
011360,Indian Philosophy,U,011100 or 011153 or 011156,2599.0,1
018365,Translation 1,U,018204 or 018212 or 018214,2599.0,1
751326,ASEAN Economy in the Global Economic Context,U,751100 or 751102 or 751106,2599.0,1
018203,Intermediate Japanese 1,U,018102 or 018104 or 018114,2599.0,1
368441,Quantitative Methods for Agribusiness Management,U,208373 or 354312 or 356261,2599.0,1
701302,Accounting Theory,U,701301 or 701204 or 701206,2599.0,1
363402,Greenhouse Technology,U,353210 or 359210 or 363210,2599.0,1
001423,English for Professional Communication,U,001311 or 001318 or 001323,2599.0,1
602321,Agro-Industrial Microbiology,U,215200 or 215201 or 602122,2599.0,1
361351,Soil Fertility Management,U,361210 or 361211 or 363210,2599.0,1
361452,Fertilizer and Plant Nutrient Management,U,361210 or 361211 or 363210,2599.0,1
361461,Soil Conservation,U,361210 or 361211 or 363210,2599.0,1
179406,Chinese Law,U,176100 or 176101 or 177103,2599.0,1
177410,Seminar in Commercial Contracts,U,176101 or 177103 or 177113,2599.0,1
461471,Raw materials in Cosmetics,U,461353 or 461256 or 463252,2599.0,1
001294,English for Airline Business,U,000112 or 001210 or 001291,2599.0,1
066410,Principles of English Language Learning and Teaching,U,100111 or 100205 or 100211,2599.0,1
071421,Application of Learning Assessment Tests in Social Studies,U,100230 or 100302 or 100311,2599.0,1
368317,Economics and Management of Agricultural Value Chain,U,351200 or 351201 or 351202,2599.0,1
368431,Financial Management for Agribusiness,U,351200 or 351201 or 351202,2599.0,1
506361,General Immunology,U,202102 or 202108 or 202112,2599.0,1
204216,C Programming,U,204101 or 204111 or 229223,2599.0,1
368412,Agribusiness Marketing Analysis and Management,U,351200 or 351201 or 351202,2599.0,1
202434,Bioinformatics,U,202311 or 202321 or 211311,2599.0,1
206383,Deterministic Operations Research Models,U,206112 or 206162 or 206172,2599.0,1
210453,Electrical and Magnetic Materials and Devices,U,207302 or 207312 or 210351,2599.0,1
208343,Methods of Demographic Analysis,U,208263 or 208272 or 208280,2599.0,1
208345,Statistical Quality Control,U,208263 or 208264 or 208272,2599.0,1
208348,Non-Parametric Statistics,U,208263 or 208272 or 208280,2599.0,1
211315,Introductory Biochemistry,U,203202 or 203204 or 203206,2599.0,1
215201,Microbiology,U,202102 or 202109 or 202112,2599.0,1
206211,Advanced Calculus 1,U,206112 or 206116 or 206203,2599.0,1
206216,Introduction to Mathematical Logic,U,206103 or 206111 or 206161,2599.0,1
206254,Mathematical Package,U,206104 or 206112 or 206162,2599.0,1
206267,Mathematical Methods 1,U,206112 or 206203 or 206261,2599.0,1
206312,Introduction to Foundation of Geometry,U,206207 or 206216 or 206217,2599.0,1
206324,Applied Linear Algebra,U,206112 or 206203 or 206261,2599.0,1
206325,Linear Algebra,U,206112 or 206203 or 206261,2599.0,1
206341,Differential Equations,U,206112 or 206116 or 206203,2599.0,1
206362,Applied Differential Equation for Engineers,U,206112 or 206203 or 206261,2599.0,1
206367,Mathematical Methods 2,U,206112 or 206203 or 206261,2599.0,1
206368,Mathematical Methods 3,U,206112 or 206203 or 206261,2599.0,1
206370,Probability 1,U,206112 or 206203 or 206261,2599.0,1
206381,Combinatorics,U,206183 or 206217 or 206281,2599.0,1
206467,Neural Networks,U,206324 or 206325 or 206367,2599.0,1
206481,Graph Theory,U,206183 or 206217 or 206281,2599.0,1
204424,Ontology Design and Development,U,204222 or 204320 or 204321,2599.0,1
204426,Data Engineering,U,204320 or 204321 or 229323,2599.0,1
207323,Air Pollution Meteorology,U,207104 or 207188 or 207198,2599.0,1
207348,Spherical Astronomy and Solar System,U,207104 or 207188 or 207199,2599.0,1
207417,Introduction to Observational Astronomy,U,207104 or 207188 or 207198,2599.0,1
203203,Organic Chemistry 1,U,203104 or 203151 or 203113,2599.0,1
211311,Biochemistry 1,U,203113 or 203104 or 203206,2599.0,1
957335,Two Dimensional Motion Tracking,U,957103 or 957106 or 951102,2599.0,1
204311,Mobile Application Development Frameworks,U,204114 or 204211 or 204219,2599.0,1
103352,Community Theatre,U,103112 or 103215 or 851360,2599.0,1
204217,Computer Programming Languages,U,204101 or 204105 or 204111,2599.0,1
204219,Java Programming,U,204111 or 204101 or 204105,2599.0,1
001107,Foundation English,U,for medicine students,2599.0,1
001292,English for Hotel Business,U,001112 or 001210 or 001291,2599.0,1
001293,English for Tourism Business,U,001112 or 001210 or 001291,2599.0,1
251441,Elementary Photogrammetry and Remote Sensing,U,251241 or 251242 or 251281,2599.0,1
252400,Electrical Engineering Training,U,consent of the department,2599.0,1
254411,Advanced Mechanics of Solids,U,254212 or 254214 or 254216,2599.0,1
254412,Introduction to Fibre Reinforced Materials,U,254212 or 254214 or 254216,2599.0,1
011461,Philosophy of Religion,U,011100 or 011153 or 012173,2599.0,1
260411,Agricultural Machinery Engineering 2,U,260403 or 260212 or 260404,2599.0,1
260412,Agricultural Machinery Engineering 3,U,260403 or 260212 or 260404,2599.0,1
012475,Comparative Study of Religions,U,012173 or 012271 or 012374,2599.0,1
013215,Mental Health,U,not for humanities students in psychology major,2599.0,1
305691,Advance Psychiatry for Medical Students 2,U,consent of the department,2599.0,1
307480,Kidney and Urinary Tract Disease,U,consent of the department,2599.0,1
307481,Dermatology,U,consent of the department,2599.0,1
307482,Neurology,U,consent of the department,2599.0,1
317210,Basic Medical Parasitology,U,consent of the department,2599.0,1
321251,Physiology for Dental Students,U,207135 and 202145 and 202146,2599.0,1
368415,Selected Topics in Agribusiness,U,consent of the instructor,2599.0,1
406284,Basic Operative Dentistry 4,U,consent of the department,2599.0,1
406294,Laboratory Practice in Operative Dentistry 4,U,consent of the department,2599.0,1
406385,Basic Operative Dentistry 5,U,consent of the department,2599.0,1
406386,Basic Operative Dentistry 6,U,consent of the department,2599.0,1
406395,Laboratory Practice in Operative Dentistry 5,U,consent of the department,2599.0,1
406396,Laboratory Practice in Operative Dentistry 6,U,consent of the department,2599.0,1
453591,Seminar in Pharmaceutical Sciences,U,consent of the department,2599.0,1
458468,Research Methodology in Pharmaceutical Sciences,U,consent of the instructor,2599.0,1
458589,Training in Pharmaceutical Technology,U,consent of the department,2599.0,1
461481,Research Methodology in Pharmaceutical Sciences,U,consent of the department,2599.0,1
461482,Research Methodology in Cosmetic Sciences,U,consent of the instructor,2599.0,1
461535,Evidence-Based Approach on Dietary Supplements,U,461102 and 461404 and 462311,2599.0,1
461579,Training in Cosmetic Sciences,U,consent of the department,2599.0,1
461581,Seminar in Pharmaceutical Sciences,U,consent of the department,2599.0,1
461582,Seminar in Cosmetic Sciences,U,consent of the department,2599.0,1
461584,Comprehensive Pharmacy,U,461459 and 461435 and 462410,2599.0,1
461595,Co-Operative Training in Cosmetic Sciences,U,consent of the department,2599.0,1
461596,Training in Cosmetic Sciences,U,consent of the department,2599.0,1
461597,Co-Operative Training in Pharmaceutical Sciences,U,consent of the department,2599.0,1
461598,Training in Pharmaceutical Sciences,U,consent of the department,2599.0,1
462501,Pharmaceutical Care Integration,U,462431 and 462441 and 462452,2599.0,1
462597,Co-Operative Training in Pharmaceutical Care,U,consent of the department,2599.0,1
462598,Training in Pharmaceutical Care,U,consent of the department,2599.0,1
463491,Research Methodology and Statistics in Pharmaceutical Sciences,U,consent of the department,2599.0,1
463581,Seminar in Pharmaceutical Sciences 1,U,consent of the department,2599.0,1
463582,Seminar in Pharmaceutical Sciences 2,U,consent of the department,2599.0,1
512312,Transfusion Reaction Investigation and Case Studies,U,consent of the department,2599.0,1
514356,Physical Therapy in Gerontology,U,consent of the department,2599.0,1
514450,Physical Therapy in Specific Conditions,U,consent of the department,2599.0,1
515370,Application of Radiobiology in Radiotherapy,U,515205 or (515201 and 515205),2599.0,1
515481,Seminar,U,consent of the department,2599.0,1
601428,Dairy Technology,U,601231 and 601232 and 601344,2599.0,1
602120,Preliminary Agro-Industrial Microbiology,U,not for agro-industry students in agro-industrial biotechnology major,2599.0,1
602472,Liquid Waste Treatment and Utilization,U,(602313 or 602315) and 602321,2599.0,1
603451,Design for Packaging,U,254181 and (603321 or 603351),2599.0,1
605315,Chemicals in Food Product Development,U,203206 and 203209 and 605201,2599.0,1
703361,International Business Management,U,702211 and 703202 and 705211,2599.0,1
751425,Economic Growth,U,751209 and 751302 and 751309,2599.0,1
255427,Value Engineering,U,consent of the department,2599.0,1
318391,CLINICAL PATHOLOGY,U,consent of the department,2599.0,1
252407,Electrical Safety Engineering,U,consent of the department,2599.0,1
252408,Electrical Energy Management and Conservation,U,consent of the department,2599.0,1
253454,Environmental Health Engineering,U,consent of the department,2599.0,1
255445,Advanced Computer Application for Industrial Engineering,U,consent of the department,2599.0,1
261448,Data Mining for Computer Engineering,U,consent of the department,2599.0,1
052466,Independent Study,U,consent of the department,2599.0,1
851201,Photography for Mass Communication,U,consent of the department,2599.0,1
305692,Research in Mental Health and Psychiatry,U,consent of the department,2599.0,1
702497,Special Problem in Finance,U,consent of the department,2599.0,1
705497,Special Problem in Marketing,U,consent of the department,2599.0,1
704496,Specific Studies in Service Business Management,U,consent of the department,2599.0,1
704497,Special Problem  in Service Business Management,U,consent of the department,2599.0,1
351487,Selected Topics in Agricultural Economics 1,U,consent of the department,2599.0,1
351488,Selected Topics in Agricultural Economics 2,U,consent of the department,2599.0,1
351489,Selected Topics in Agricultural Economics 3,U,consent of the department,2599.0,1
368488,Selected Topics in Agribusiness 2,U,consent of the department,2599.0,1
368489,Selected Topics in Agribusiness 3,U,consent of the department,2599.0,1
957311,Producing Visual Effects,U,consent of the department,2599.0,1
957322,Motion Capture,U,consent of the department,2599.0,1
957324,Stop Motion,U,consent of the department,2599.0,1
957325,Special Effects,U,consent of the department,2599.0,1
957391,Seminar,U,consent of the department,2599.0,1
154351,Introduction to Natural Disaster,U,consent of the department,2599.0,1
368487,Selected Topics in Agribusiness 1,U,consent of the department,2599.0,1
703497,Special Problem in Management,U,consent of the department,2599.0,1
269495,Cooperative Education,U,consent of the department,2599.0,1
305493,Research in Mental Health and Psychiatry,U,consent of the department,2599.0,1
305693,Child and Adolescent Psychiatry,U,consent of the department,2599.0,1
251419,Selected Topics in Structural Engineering,U,consent of the department,2599.0,1
251439,Selected Topics in Transportation Engineering,U,consent of the department,2599.0,1
251469,Selected Topics in Water Resources Engineering,U,consent of the department,2599.0,1
251479,Selected Topics in Geotechnical Engineering,U,consent of the department,2599.0,1
261453,Digital Image Processing,U,consent of the department,2599.0,1
261456,Introduction to Computational Intelligence for Computer Engineering,U,consent of the department,2599.0,1
261457,Digital Image and Video Compression,U,consent of the department,2599.0,1
261468,System Analysis and Design for Computer Engineering,U,consent of the department,2599.0,1
261469,Software Project Management for Computer Engineering,U,consent of the department,2599.0,1
261470,Signals and Systems,U,consent of the department,2599.0,1
261471,Advanced Digital Signal Processing,U,consent of the department,2599.0,1
261478,Principles of Control Systems,U,consent of the department,2599.0,1
261491,Project Survey,U,consent of the department,2599.0,1
261494,Selected Topics in Computer Engineering,U,consent of the department,2599.0,1
261497,Selected Topics in Computer Software,U,consent of the department,2599.0,1
261499,Selected Topics in Computational Intelligence,U,consent of the department,2599.0,1
269452,Mobile Application Development,U,consent of the department,2599.0,1
269461,Personal Software Process Improvement,U,consent of the department,2599.0,1
269491,Project Survey,U,consent of the department,2599.0,1
269493,Seminar,U,consent of the department,2599.0,1
269494,Selected Topics in Information Systems and Network Engineering,U,consent of the department,2599.0,1
269496,Selected Topics in Information Systems 1,U,consent of the department,2599.0,1
269497,Selected Topics in Information Systems 2,U,consent of the department,2599.0,1
269498,Selected Topics in Network Engineering 1,U,consent of the department,2599.0,1
269499,Selected Topics in Network Engineering 2,U,consent of the department,2599.0,1
071418,Independent Study in Social Studies,U,consent of the department,2599.0,1
071422,Lanna Studies in Schools,U,consent of the department,2599.0,1
259491,Project Survey,U,consent of the department,2599.0,1
259499,Project,U,consent of the department,2599.0,1
114407,Basic Creative Image Project,U,consent of the department,2599.0,1
057301,Kinesiology for Physical Education,U,consent of the department,2599.0,1
064429,Independent Study in Science Education,U,consent of the department,2599.0,1
071420,Application of Learning Media in Social Studies,U,consent of the department,2599.0,1
464674,Pharmaceutical Care Clerkship in Consumer Health Protection,U,consent of the department,2599.0,1
251459,Selected Topics in Construction Management Engineering,U,consent of the department,2599.0,1
259401,Power Plant Operation and Maintenance,U,consent of the department,2599.0,1
311392,Basic Immunology and Immunity to Infection,U,consent of the department,2599.0,1
261441,Internet of Things and Big Data,U,consent of the department,2599.0,1
261475,Modeling and Optimization for Big Data Analytics,U,consent of the department,2599.0,1
312391,Applied Anatomy in Forensic Anthropology,U,consent of the department,2599.0,1
312492,Forensic Anthropology 1,U,consent of the department,2599.0,1
312493,Forensic Anthropology 2,U,consent of the department,2599.0,1
318322,Pathology for Associated Medical Science Students,U,consent of the department,2599.0,1
510441,Hospital Laboratory Practice,U,consent of the department,2599.0,1
954494,Selected Topics in Work Integrated Learning 1,U,consent of the department,2599.0,1
954496,Selected Topics in Work Integrated Learning 3,U,consent of the department,2599.0,1
954497,Selected Topics in Work Integrated Learning 4,U,consent of the department,2599.0,1
954495,Selected Topics in Work Integrated Learning 2,U,consent of the department,2599.0,1
954491,Selected Topics in Modern Management and Information Technology,U,consent of the department,2599.0,1
312392,New Trends in Forensic Science,U,consent of the department,2599.0,1
176220,Fundamental Business Law,U,not for law students in laws major,2599.0,1
256418,Geological Information for Mining Engineers,U,consent of the department,2599.0,1
256419,Geological Information System and Remote Sensing for Mining Engineering,U,consent of the department,2599.0,1
251457,Application of Building Information Modeling for Construction Management,U,consent of the department,2599.0,1
255453,Ventilation in Industrial Factory,U,consent of the department,2599.0,1
252399,Cooperative Education in Electrical Engineering,U,consent of the department,2599.0,1
253352,Energy and Environment for Sustainability,U,consent of the department,2599.0,1
253453,Urban Engineering and Sustainable Infrastructure Planning,U,consent of the department,2599.0,1
254390,Preliminary Study for Mechanical Engineering Project,U,consent of the department,2599.0,1
514211,Physical Therapy Instruments,U,consent of the department,2599.0,1
252461,Embedded Systems and Communication Protocols for IoT,U,consent of the department,2599.0,1
510443,Hospital Laboratory Practice,U,consent of the department,2599.0,1
510415,Molecular Biology for Medical Technology,U,consent of the department,2599.0,1
510439,Health Science Research,U,consent of the department,2599.0,1
511439,Seminar Journal Club,U,consent of the department,2599.0,1
255436,Industrial Human Resource Management,U,consent of the department,2599.0,1
253456,Fundamental of Material Flow Analysis and Life Cycle Assessment,U,consent of the department,2599.0,1
514425,Hydrotherapy,U,consent of the department,2599.0,1
515498,Basic Application of Artificial Intelligence for Medical Radiation Data,U,consent of the department,2599.0,1
253491,Environmental Engineering Research Project,U,consent of the department,2599.0,1
259402,Engineering Professional Practice,U,consent of the department,2599.0,1
465581,Seminar in Pharmaceutical Sciences,U,consent of the department,2599.0,1
253443,Hazardous Waste Management,U,consent of the department,2599.0,1
256443,Geostatistics,U,consent of the department,2599.0,1
261408,Quantum Computation,U,consent of the department,2599.0,1
254489,Cooperative Education for Mechanical Engineering Students,U,consent of the department,2599.0,1
352103,General Agriculture,U,not for agriculture students,2599.0,1
271371,Online Self-Learning 1,U,consent of the department,2599.0,1
271372,Online Self-Learning 2,U,consent of the department,2599.0,1
271401,Artificial Intelligence for Robotics,U,consent of the department,2599.0,1
271411,Autonomous Robotic System,U,consent of the department,2599.0,1
208470,Selected Topics in Statistics,U,consent of the department,2599.0,1
251473,Tunneling and Underground Construction,U,consent of the department,2599.0,1
314494,Comprehensive Gynecologic Cancer Patient Care,U,consent of the department,2599.0,1
253452,Environmental Systems and Management,U,consent of the department,2599.0,1
204490,Research in Computer Science,U,consent of the department,2599.0,1
204491,Independent Study 1,U,consent of the department,2599.0,1
204494,Selected Topics in Computer Science 1,U,consent of the department,2599.0,1
204495,Selected Topics in Computer Science 2,U,consent of the department,2599.0,1
204497,Seminar in Computer Science,U,consent of the department,2599.0,1
205473,Hydrogeology,U,consent of the department,2599.0,1
203458,Selected Topics in Chemistry 1,U,consent of the department,2599.0,1
