courseno,title_long_en,degree_level,pre_en,year_end,open_status
352769,Selected Topics in Agricultural Extension and Rural Development,G,352311 or consent of the instructor,2599.0,1
352792,Seminar on Agricultural Extension 2,G,352791 or consent of the instructor,2599.0,1
520712,Speech Clinic Practicum 2,G,Consent of Administrative Committee,2599.0,1
55702,Statistics for Educational Research 2,G,055701 or consent of the instructor,2599.0,1
55704,Educational Project Evaluation,G,055703 or consent of the instructor,2599.0,1
55712,Measurement of Personality Social Behaviors and Emotional Intelligence,G,055711 or consent of the instructor,2599.0,1
55714,Measurement of Thinking Ability and Scholastic Aptitude,G,055711 or consent of the instructor,2599.0,1
55731,Non-parametric Statistics for Educational Research,G,055701 or consent of the instructor,2599.0,1
55738,Data Processing in Educational Research,G,055701 or consent of the instructor,2599.0,1
55739,Institutional Research,G,055703 or consent of the instructor,2599.0,1
55740,Action Research,G,055703 or consent of the instructor,2599.0,1
55741,Sampling Techniques in Educational Research,G,055703 or consent of the instructor,2599.0,1
55742,Mixed Method Research,G,055703 or consent of the instructor,2599.0,1
502313,Medical Microscopy,U,321233 or consent of the department,2599.0,1
502314,Laboratory Practice in Medical Microscopy,U,321233 or consent of the department,2599.0,1
261742,Database Management Systems 2,G,261741 or consent of the department,2599.0,1
229471,Data Analytics in Medicine,U,229352 or consent of the department,2599.0,1
208737,Statistical Methods of Categorical Data,G,208712 or consent of the instructor,2599.0,1
954142,Fundamental Computer Programming for Modern Management,U,955103 or consent of the department,2599.0,1
466480,Rational Drug Use Seminar,U,466442 or consent of the department,2599.0,1
359412,Flower Business,U,363210 or consent of the department,2599.0,1
126334,Energy Security in World Politics,U,126101 or consent of the department,2599.0,1
52350,Development of Thinking Skill for Elementary Students,U,052203 or consent of the department,2599.0,1
256383,Drilling Engineering,U,256382 or consent of the department,2599.0,1
126330,Readings in International Relations 2,U,126101 or consent of the department,2599.0,1
4309,Advanced Methodologies in Historical Research,U,004302 or consent of the department,2599.0,1
261304,Computer Architecture,U,261214 or consent of the department,2599.0,1
205404,Surficial Geology and Terrain Analysis,U,205485 or consent of the department,2599.0,1
210433,Cements and Concrete,U,210201 or consent of the department,2599.0,1
1202,English in Professional Contexts,U,001102 or consent of the department,2599.0,1
63841,Advanced Research for Specific Areas in Curriculum and Instruction,G,055800 or consent of the instructor,2599.0,1
59841,Advanced Research for Specific Areas in Educational Technology,G,055800 or consent of the instructor,2599.0,1
208738,Multivariate Analysis,G,208711 or consent of the instructor,2599.0,1
208776,Experimental Designs,G,208711 or consent of the instructor,2599.0,1
202892,Ph.D. Seminar in Biology 2,G,202891 or consent of the instructor,2599.0,1
202893,Ph.D. Seminar in Biology 3,G,202892 or consent of the instructor,2599.0,1
206773,Stochastic Processes and Application,G,206711 or consent of the instructor,2599.0,1
128436,Data Analytics for Social Enterprise Startup,U,128310 or consent of the department,2599.0,1
211708,Biochemical Aspects of Nutrition,G,211312 or consent of the instructor,2599.0,1
205475,Engineering Geology,U,205324 or consent of the department,2599.0,1
14424,Language and Technology,U,014210 or consent of the department,2599.0,1
30102,Fundamental Vietnamese 2,U,030101 or consent of the department,2599.0,1
804321,Theory and Philosophy of Postmodern Arts and Architecture,U,804122 or consent of the department,2599.0,1
804401,Seminar in Evolution of New Contemporary Designs,U,804122 or consent of the department,2599.0,1
804404,Real Estate Economics and Facilities Management,U,804371 or consent of the department,2599.0,1
51418,Thai Educational Administrative Systems,U,051302 or consent of the department,2599.0,1
60301,Executive Functions for Early Childhood and Special Education Teachers,U,060210 or consent of the department,2599.0,1
60310,School Safety for Early Childhood Children and Children with Special Needs,U,060210 or consent of the department,2599.0,1
62320,Integrated Early Childhood Curriculum,U,100111 or consent of the department,2599.0,1
206423,Wavelets,U,206325 or consent of the department,2599.0,1
128437,Social Enterprise Management,U,128305 or consent of the department,2599.0,1
203420,Catalysis and Surface Characterization,U,203222 or consent of the department,2599.0,1
203472,Bioplastics and Smart Polymers,U,203324 or consent of the department,2599.0,1
203473,Structure-Property Relationship of Polymers,U,203324 or consent of the department,2599.0,1
205464,Petroleum Geology,U,205358 or consent of the department,2599.0,1
214340,Laboratory Animals in Biology,U,202102 or consent of the department,2599.0,1
214411,Parasitology,U,214261 or consent of the department,2599.0,1
214412,Malacology,U,214261 or consent of the department,2599.0,1
214422,Animal Cell Culture,U,202231 or consent of the department,2599.0,1
214430,Animal Genetics and Application,U,202231 or consent of the department,2599.0,1
209382,Polymeric Materials,U,203203 or consent of the department,2599.0,1
202432,DNA Technology,U,202231 or consent of the department,2599.0,1
202433,DNA Barcoding and Applications,U,202231 or consent of the department,2599.0,1
202435,Plant Transformation,U,202231 or consent of the department,2599.0,1
202436,Innovation in Biotechnology,U,202231 or consent of the department,2599.0,1
365429,Greenhouse Gas Management in Forest and Agricultural Sectors,U,365401 or consent of the department,2599.0,1
365432,Forest and Agroforest Micrometeorology,U,365421 or consent of the department,2599.0,1
356422,Omics Technology in Economic Animal Productions,U,356310 or consent of the department,2599.0,1
356423,Research Methodology for Economic Animals,U,356320 or consent of the department,2599.0,1
356380,Fisheries Oceanography,U,356210 or consent of the department,2599.0,1
356450,Organic Aquaculture,U,356350 or consent of the department,2599.0,1
356457,Smart Systems for Aquaculture,U,356350 or consent of the department,2599.0,1
356458,Marine Fish Aquaculture,U,356350 or consent of the department,2599.0,1
356479,Applied Engineering in Aquaculture,U,356350 or consent of the department,2599.0,1
356484,Applied Microbiology in Aquaculture,U,356350 or consent of the department,2599.0,1
2291,French in Science and Technology,U,002192 OR CONSENT OF THE INSTRUCTOR,2599.0,1
2292,French in Social Sciences,U,002192 OR CONSENT OF THE INSTRUCTOR,2599.0,1
1208,English for Effective and Creative Communication 2,U,001207 or consent of the department,2599.0,1
356334,Mycotoxins in Animal Feed,U,356330 or consent of the department,2599.0,1
356352,Water Resource Management for Fisheries,U,356210 or consent of the department,2599.0,1
356435,Animal Feed Additives,U,356330 or consent of the department,2599.0,1
356480,Cell Culture Technology in Economic Animals,U,356310 or consent of the department,2599.0,1
356481,Aquatic Animal Ethics for Research,U,356210 or consent of the department,2599.0,1
356482,Biology of Mangroves for Fisheries,U,356210 or consent of the department,2599.0,1
356483,Waste Management in Aquaculture,U,356378 or consent of the department,2599.0,1
356330,Feeds and Feeding,U,356210 or consent of the department,2599.0,1
356335,Ruminants Feeding,U,356330 or consent of the department,2599.0,1
356350,Principles of Aquaculture,U,356210 or consent of the department,2599.0,1
356358,Principles of Fish Culture,U,356210 or consent of the department,2599.0,1
356312,Physiology of Economic Aquatic Animals,U,356210 or consent of the department,2599.0,1
356417,Aquatic Animal Immunology,U,356210 or consent of the department,2599.0,1
356427,Economic Aquatic Animal Genetics,U,356210 or consent of the department,2599.0,1
356385,Diseases of Farm Animals,U,356210 or consent of the department,2599.0,1
356386,Disease and Sanitation of Aquatic Animals,U,356210 or consent of the department,2599.0,1
356460,Goats and Sheep Production in the Tropics,U,356330 or consent of the department,2599.0,1
356314,Ichthyology,U,356210 or consent of the department,2599.0,1
356379,Ethics and Code of Ethics for Animal Husbandry,U,356210 or consent of the department,2599.0,1
356377,Standard of Aquaculture Farm,U,356358 or consent of the department,2599.0,1
356378,Water Quality Management in Aquaculture,U,356210 or consent of the department,2599.0,1
356388,Fishery Law and Resource Conservation,U,356210 or consent of the department,2599.0,1
356357,Planktonology for Aquaculture,U,356210 or consent of the department,2599.0,1
356473,Aquatic Animal Toxicology,U,356312 or consent of the department,2599.0,1
356310,Physiology of Economic Animals,U,356210 or consent of the department,2599.0,1
356410,Economic Animal Reproduction,U,356310 or consent of the department,2599.0,1
356370,Sanitation and Herd Health Control in Farm Animal,U,356210 or consent of the department,2599.0,1
356413,Biotechnology for Reproduction in Economic Animals,U,356310 or consent of the department,2599.0,1
356389,Farm Animals and the Environment,U,356210 or consent of the department,2599.0,1
356485,Biotechnology in Farm Animals,U,356210 or consent of the department,2599.0,1
356421,Biotechnology in Animal Breeding,U,356210 or consent of the department,2599.0,1
356420,Genetics Improvement of Economic Animals,U,356320 or consent of the department,2599.0,1
356441,Poultry Production,U,356330 or consent of the department,2599.0,1
356442,Swine Production,U,356330 or consent of the department,2599.0,1
356443,Dairy Cow Production,U,356330 or consent of the department,2599.0,1
356444,Beef Cattle Production,U,356330 or consent of the department,2599.0,1
356446,Management in Livestock Farming,U,356330 or consent of the department,2599.0,1
356447,Poultry Management,U,356441 or consent of the department,2599.0,1
356487,Meat Management,U,356210 or consent of the department,2599.0,1
356449,Rabbit Production,U,356330 or consent of the department,2599.0,1
356436,Dog and Cat Nutrition,U,356330 or consent of the department,2599.0,1
356434,Proximate Analysis of Feeds,U,356330 or consent of the department,2599.0,1
356433,Animal Feed Manufacturing,U,356330 or consent of the department,2599.0,1
356453,Ornamental Fish Farming,U,356358 or consent of the department,2599.0,1
356353,Integrated Aquaculture,U,356210 or consent of the department,2599.0,1
356454,Fish Breeding,U,356350 or consent of the department,2599.0,1
356354,Economic Molluscs Aquaculture,U,356210 or consent of the department,2599.0,1
356356,Shrimps and Crabs Aquaculture,U,356210 or consent of the department,2599.0,1
356498,Seminar 2,U,356497 or consent of the department,2599.0,1
356336,Nutrition and Feed Technology of Aquatic Animals,U,356210 or consent of the department,2599.0,1
356488,Aquatic Animal Products,U,356210 or consent of the department,2599.0,1
356459,Coastal Marine Culture Technology,U,356210 or consent of the department,2599.0,1
801204,Architectural English,U,001102 or consent of the department,2599.0,1
256481,Petroleum Reservoir Engineering,U,256381 or consent of the department,2599.0,1
520713,Speech Clinic Practicum 3,G,Consent of Administrative Committee,2599.0,1
317221,Parasitology for Nursing Students,U,301221 or consent of the department,2599.0,1
318221,Pathology for Nursing Students,U,301221 or consent of the department,2599.0,1
65430,Mathematics Instructional Designs,U,100202 or consent of the department,2599.0,1
65781,Practicum in Mathematics Teaching Profession 1,G,065701 or consent of the department,2599.0,1
65782,Practicum in Mathematics Teaching Profession 2,G,065781 or consent of the department,2599.0,1
67434,Thai Language Teaching Techniques for Learning Disabilities Learners,U,067432 OR CONSENT OF THE DEPARTMENT,2599.0,1
68781,Sampling Techniques for Educational Research,G,055770 or consent of the instructor,2599.0,1
1102,Fundamental English 2,U,001101 or consent of the department,2599.0,1
1209,English for Academic Communication,U,001208 or consent of the instructor,2599.0,1
70401,Early Intervention in Special Education,U,100303 OR CONSENT OF THE INSTRUCTOR,2599.0,1
70404,Fundamentals of Occupational Therapy for Children with Special Needs,U,100303 OR CONSENT OF THE INSTRUCTOR,2599.0,1
70415,Behavior Modification for Children with Special Needs,U,100201 OR CONSENT OF THE INSTRUCTOR,2599.0,1
71410,Social Studies Teaching,U,100202 OR CONSENT OF THE INSTRUCTOR,2599.0,1
71770,Research in Social Studies,G,055771 or consent of the instructor,2599.0,1
77412,Teaching Strategies in Home Economics Education,U,077489 OR CONSENT OF THE INSTRUCTOR,2599.0,1
77423,Teaching Strategies in Food and Nutrition,U,077489 OR CONSENT OF THE INSTRUCTOR,2599.0,1
1222,English for Fine Arts,U,001102 or consent of the department,2599.0,1
1223,English for Humanities and Mass Communication,U,001102 or consent of the department,2599.0,1
4718,Special Topic on Lanna History,G,004372 or consent of the instructor,2599.0,1
1224,English for Social Sciences,U,001102 or consent of the department,2599.0,1
4777,Study of Historical Novels,G,004750 or consent of the instructor,2599.0,1
154480,Concepts and Principles in Environmental Management,U,154181 or consent of the department,2599.0,1
1225,English in Science and Technology Context,U,001102 or consent of the department,2599.0,1
154486,Environmental Study and Management,U,154181 or consent of the department,2599.0,1
154487,Geography and Recreational Resource Planning,U,154181 or consent of the department,2599.0,1
154496,Environmental Policy and Analysis,U,154181 or consent of the department,2599.0,1
154704,Issues and Research Methodologies in Geography,G,154701 or consent of the department,2599.0,1
154775,Functions in Geographic Information Systems,G,154774 OR CONSENT OF THE INSTRUCTOR,2599.0,1
1226,English in Health Sciences Context,U,001102 or consent of the department,2599.0,1
1227,English for Agriculture and Agro-Industry,U,001102 or consent of the department,2599.0,1
158401,Ethics for Administrator,U,158101 OR CONSENT OF THE INSTRUCTOR,2599.0,1
1228,English for Business and Economics,U,001102 or consent of the department,2599.0,1
6428,Food Stylist,U,006338 OR CONSENT OF THE INSTRUCTOR,2599.0,1
1229,English for Media Arts,U,001102 or consent of the department,2599.0,1
6470,Seminar in Home and Community,U,fourth year standing; HC Major only,2599.0,1
177283,Criminal Law: Specific Offences Part 1,U,177181 OR CONSENT OF THE DEPARTMENT,2599.0,1
177284,Criminal Offences 1,U,177181 OR CONSENT OF THE INSTRUCTOR,2599.0,1
177285,Criminal Law: Specific Offences Part 2,U,177181 OR CONSENT OF THE DEPARTMENT,2599.0,1
177464,Law of Treaties,U,177361 OR CONSENT OF THE INSTRUCTOR,2599.0,1
202736,Molecular Biology,G,202231 or consent of the instructor,2599.0,1
202804,Advances in Cestodes,G,202764 or consent of the instructor,2599.0,1
202832,Advanced Yeast Genetics,G,202711 or consent of the instructor,2599.0,1
8763,Tourism Business Project Development,G,008753 or consent of the instructor,2599.0,0
207744,X Ray Crystallography 2,G,207743 or consent of the instructor,2599.0,1
207807,Object Oriented Design,G,204801 or consent of the instructor,2599.0,1
227723,Seismic Anisotropy for Fractured Reservoirs,G,227711 or consent of the instructor,2599.0,1
227732,Seismic Stratigraphy,G,227711 or consent of the instructor,2599.0,1
227733,Avo and Inversion,G,227721 or consent of the instructor,2599.0,1
227734,Seismic Attributes,G,227721 or consent of the instructor,2599.0,1
251465,Natural Disasters,U,251363 OR CONSENT OF THE DEPARTMENT,2599.0,0
251478,Fundamentals of Geoenvironmental Engineering,U,251471 OR CONSENT OF THE INSTRUCTOR,2599.0,1
254471,Mechanical Engineering Laboratory 2,U,254371 or consent of the department,2599.0,1
254750,Intermediate Aerodynamics,G,254733 or consent of the instructor,2599.0,1
254824,Nonlinear System Dynamics and Control,G,254770 or consent of the instructor,2599.0,1
254877,Adaptive Control,G,254770 or consent of the instructor,2599.0,1
256373,Geotechniques for Mining Engineering,U,256271 or consent of the department,2599.0,1
256476,Geotechniques for Mining Engineering,U,256271 OR CONSENT OF THE INSTRUCTOR,2599.0,1
261465,Computer Graphics,U,259104 or consent of the department,2599.0,1
261466,Software Engineering,U,261364 OR CONSENT OF THE INSTRUCTOR,2599.0,1
303252,Medical Biochemistry for Dental Students,U,"202145,202146,207135,203154,203159",2599.0,1
13432,Personnel Psychology,U,PSY 330 (013330) ; for majors only,2599.0,1
461102,Pharmacognosy 1,U,"203151, 203157, 202141  AND 202142",2599.0,1
606484,Practice in Research for Marine Food Products,U,606313 and consent of the division,2599.0,1
606485,Practice in Business for Marine Food Products,U,606313 and consent of the division,2599.0,1
1410,Oral Expression 3,U,001310 or consent of the division,2599.0,1
331407,Rehabilitation,U,FOR FOURTH  YEAR MEDICAL STUDENTS,2599.0,1
331408,Radiology,U,FOR FOURTH  YEAR MEDICAL STUDENTS,2599.0,1
14308,Art of Prose Writing,U,014270 or consent of the division,2599.0,1
14421,Lanna Language,U,014210 OR CONSENT OF THE INTRUTOR,2599.0,1
360400,Diagnosis of Plant Diseases,U,360210; and 360212 or concurrence,2599.0,1
15232,Dhammapada Study,U,015102 or consent of the division,2599.0,1
15233,Jataka Study,U,015102 or consent of the division,2599.0,1
17231,Hindi in News,U,017102 or consent of the division,2599.0,1
408382,Basic Oral Surgery 1,U,"301254, 321251, 320351 AND 311352",2599.0,1
413383,Oral Pathology,U,"409281, 409292, 411281 AND 411291",2599.0,1
461333,Medicinal Chemistry 1,U,"203204, 203208, 303242 AND 321242",2599.0,1
19392,Study Chinese in a Chinese-Speaking Country,U,019303 or consent of the division,2599.0,1
462410,Principles of Pharmacotherapy 4,U,462307  AND  concurrent to 320343,2599.0,1
20102,Fundamental Burmese 2,U,020101 or consent of the division,2599.0,1
20211,Reading and Writing in Burmese 1,U,020102 or consent of the division,2599.0,1
20231,Speaking and Listening in Burmese 1,U,020102 or consent of the division,2599.0,1
20232,Speaking and Listening in Burmese 2,U,020231 or consent of the division,2599.0,1
20251,Burmese Grammar,U,020211 or consent of the division,2599.0,1
20341,Burmese Translation into Thai,U,020212 or consent of the division,2599.0,1
20351,Foreign Languages in Burmese,U,020212 or consent of the division,2599.0,1
515381,Practice in Special Radiographic Technique,U,"515335, 515337, 515338 AND 515380",2599.0,1
26201,Intermediate Korean 1,U,026102 OR CONSENT OF THE DIVISION,2599.0,1
26202,Intermediate Korean 2,U,026201 OR CONSENT OF THE DIVISION,2599.0,1
26231,Korean for Tourism,U,026201 or consent of the division,2599.0,1
1310,Oral Expression 2,U,001210 or consent of the division,2599.0,1
604352,Supply Chain Management in Food Industry,U,604211 or consent of the division,2599.0,1
604423,Productivity Improvement in Food Industry,U,604211 or consent of the division,2599.0,1
605461,Hydrocolloids and Applications in Food Product Development,U,605321 or consent of the division,2599.0,1
18495,Research Methodology and Writing Report in Japanese,U,018326 or consent of the division,2599.0,1
18465,Translation 2,U,018365 or consent of the division,2599.0,1
18336,Intermediate Japanese Listening and Speaking 2,U,018335 or consent of the division,2599.0,1
18302,Intermediate Japanese 4,U,018301 or consent of the division,2599.0,1
19373,Chinese for Tour Guide,U,019205 or consent of the division,2599.0,1
751405,Theory of Economic Development,U,751308; or consent of the faculty,2599.0,1
14401,Formal Writing,U,050100 or consent of the division,2599.0,1
14404,Art of Speaking,U,014304 or consent of the division,2599.0,1
14405,Art of Reading,U,014302 or consent of the division,2599.0,1
14422,Study of Thai as a Foreign Language,U,014210 or consent of the division,2599.0,1
19351,Chinese Grammar,U,019303 or consent of the division,2599.0,1
19383,Chinese Lexicology,U,019303 or consent of the division,2599.0,1
360210,Elementary Plant Pathology,U,215205 and 215206; or concurrence,2599.0,1
360301,Plant Pathology Techniques,U,360210 and 360212; or concurrence,2599.0,1
360407,Plant Disease Control,U,360210; and 360212 or concurrence,2599.0,1
518724,Exercise for Prevention and Rehabilitation,G,Consent of the academic committee,2599.0,1
19106,Chinese in Daily Life 2,U,019105 or consent of the division,2599.0,1
19205,Chinese in Daily Life 3,U,019106 or consent of the division,2599.0,1
19206,Chinese in Daily Life 4,U,019205 or consent of the division,2599.0,1
18132,Japanese Language and Culture 2,U,018131 or consent of the division,2599.0,1
19311,Intermediate Chinese Speaking,U,019212 or consent of the division,2599.0,1
19411,Chinese Public Speaking,U,019311 or consent of the division,2599.0,1
19104,Chinese 2,U,019103 or consent of the division,2599.0,1
19112,Chinese Listening-Speaking 2,U,019111 or consent of the division,2599.0,1
19203,Chinese 3,U,019104 or consent of the division,2599.0,1
19211,Chinese Listening-Speaking 3,U,019112 or consent of the division,2599.0,1
19221,Chinese Reading 1,U,019104 or consent of the division,2599.0,1
112213,Advanced Digital Still and Motion Images,U,112202 or consent of the division,2599.0,1
112322,Art of Digital Still and Motion Images,U,112213 or consent of the division,2599.0,1
112412,Digital Still and Motion Images Project,U,112322 or consent of the division,2599.0,1
18435,Japanese Conversation in Business,U,018326 or consent of the division,2599.0,1
18438,Japanese for Tourism,U,018326 or consent of the division,2599.0,1
19381,Chinese Character Study,U,019204 or consent of the division,2599.0,1
251313,Reinforced Concrete Design,U,251216; and 251312 or concurrence,2599.0,1
19363,Chinese Culture,U,019303 or consent of the division,2599.0,1
19365,History of Imperial China,U,019204 or consent of the division,2599.0,1
19443,Fictional Chinese Translation,U,019441 or consent of the division,2599.0,1
19463,Chinese Culture in Excerpts and Media,U,019361 or consent of the division,2599.0,1
19464,Chinese Folklore,U,019361 or consent of the division,2599.0,1
18133,Japanese Language and Culture 3,U,018132 or consent of the division,2599.0,1
18134,Japanese Language and Culture 4,U,018133 or consent of the division,2599.0,1
18135,Japanese Language and Culture 5,U,018134 or consent of the division,2599.0,1
18391,Study of Japanese Language and Culture in Japan,U,018214 or consent of the division,2599.0,1
226801,Cosmology,G,ASTR 701 or consent of instructor,2599.0,1
226802,Stellar Stability,G,ASTR 706 or consent of instructor,2599.0,1
251334,Highway Engineering Laboratory,U,251333 or concurrence; and 251372,2599.0,1
413381,Oral Pathology 1,U,"409281, 409291,411281 and 411291",2599.0,1
453538,Development of Aromatherapy Products,U,"453211, 321241,203204 and 458314",2599.0,1
462308,Principles of Pharmacotherapy 2,U,462307  AND concurrent to 320343,2599.0,1
555711,Advanced Pediatric Nursing 1,G,555710 OR Concurrent with 555710,2599.0,1
558750,Seminar in Issues and Trends in Nursing Administration,G,558749 or concurrent with 558749,2599.0,1
561736,Advanced Health Assessment in Adult Patients,G,561735 or Concurrent with 561735,2599.0,1
651109,Veterinary Embryology,U,for veterinary medicine students,2599.0,1
651120,Principles of Veterinary Genetics,U,for veterinary medicine students,2599.0,1
651210,Principles of Veterinary Biosciences,U,for veterinary medicine students,2599.0,1
651231,Principle of Aquatic Animal Production,U,For veterinary medicine students,2599.0,1
366721,Modeling and Simulation in Agricultural Systems,G,366702 or Consent of the program,2599.0,1
366722,Spatial Information Systems for Resource Management,G,366702 or consent of the program,2599.0,1
301722,Advanced Human Genetics,G,301721 OR CONSENT OF INSTRUCTOR,2599.0,1
305593,Addiction Psychiatry,U,FOR FIFTH YEAR MEDICAL STUDENTS,2599.0,1
311700,Cell and Molecular Biology,G,303709 OR CONSENT OF INSTRUCTOR,2599.0,1
311789,Selected Topics in Microbiology,G,311701 OR CONSENT OF INSTRUCTOR,2599.0,1
311889,Selected Topics in Microbiology,G,311701 OR CONSENT OF INSTRUCTOR,2599.0,1
311892,Seminar in Microbiology 5,G,311891 OR CONSENT OF INSTRUCTOR,2599.0,1
315691,General Ophthalmology 3,U,For sixth year medical students,2599.0,1
317731,Advanced Medical Parasitology,G,317332 OR CONSENT OF INSTRUCTOR,2599.0,1
317792,Seminar in Parasitology 2,G,317791 OR CONSENT OF INSTRUCTOR,2599.0,1
320393,Applied Clinical Pharmacology 1,U,For third year medical students,2599.0,1
320394,Applied Clinical Pharmacology 2,U,For third year medical students,2599.0,1
320713,New Drugs in Medical Practice,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
320724,Neuropharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,0
320735,Biol Active Peptides,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,0
320744,Adv Asp Pharmaco Inflam,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,0
320745,Respiratory Pharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,0
320764,Cardiovascular Pharmacol,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,0
320801,Molecular Pharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
320803,Experimental Methods in Pharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
320813,Clinical Pharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
320841,Immunopharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
320895,Special Problem in Pharmacology,G,320701 OR CONSENT OF INSTRUCTOR,2599.0,1
321392,Pathophysiology of Common Clinical Problems,U,For third year medical students,2599.0,1
13706,Personality Theory and Research,G,013207 OR CONSENT OF INSTRUCTOR,2599.0,1
13707,Principles and Application of Behavior Modification,G,013309 OR CONSENT OF INSTRUCTOR,2599.0,1
13709,Psychology of Applied Learning and Cognition,G,013309 OR CONSENT OF INSTRUCTOR,2599.0,1
13720,School Psychology,G,013320 OR CONSENT OF INSTRUCTOR,2599.0,1
13721,Psychology of Exceptional Children,G,013346 OR CONSENT OF INSTRUCTOR,2599.0,1
13771,nan,G,013415 OR CONSENT OF INSTRUCTOR,2599.0,1
13773,Social Psychology and Research,G,013203 OR CONSENT OF INSTRUCTOR,2599.0,1
13778,nan,G,013204 OR CONSENT OF INSTRUCTOR,2599.0,1
13781,Sport Psychology,G,013103 OR CONSENT OF INSTRUCTOR,2599.0,1
13782,Psychology for Sport Performance Enhancement,G,013781 OR CONSENT OF INSTRUCTOR,2599.0,1
13783,Sport Psychology Interventions,G,013781 OR CONSENT OF INSTRUCTOR,2599.0,1
351722,Advanced Agribusiness Management,G,751701 OR CONSENT OF INSTRUCTOR,2599.0,1
351740,Econometric Methods and Applications in Agriculture,G,366702 OR CONSENT OF INSTRUCTOR,2599.0,1
351741,Quantitative Methods in Agricultural Systems Management,G,366702 OR CONSENT OF INSTRUCTOR,2599.0,1
352742,An Analysis of Demographic Structure in Agricultural Development,G,352311 OR CONSENT OF INSTRUCTOR,2599.0,1
353712,Advanced Crop Physiology,G,353711 OR CONSENT OF INSTRUCTOR,2599.0,1
353753,Mutation Breeding,G,353301 OR CONSENT OF INSTRUCTOR,2599.0,1
353783,Advanced Weed Control,G,353431 OR CONSENT OF INSTRUCTOR,2599.0,1
353784,Pest Management 2 : Weeds,G,353431 OR CONSENT OF INSTRUCTOR,2599.0,1
356711,Animal Endocrinology,G,356441 OR CONSENT OF INSTRUCTOR,2599.0,1
356731,Drugs Uses in Animals Farm,G,356331 OR CONSENT OF INSTRUCTOR,2599.0,1
356741,Integration of Livestock Production in Agricultural Systems,G,356201 OR CONSENT OF INSTRUCTOR,2599.0,1
356742,Adaptation of Livestock in Hot Climates,G,356411 OR CONSENT OF INSTRUCTOR,2599.0,1
356743,Physiology of Lactation,G,356411 OR CONSENT OF INSTRUCTOR,2599.0,1
356744,Advanced Swine Production,G,356442 OR CONSENT OF INSTRUCTOR,2599.0,1
356745,Advanced Poultry Production,G,356441 OR CONSENT OF INSTRUCTOR,2599.0,1
356746,Advanced Meat Science,G,356448 OR CONSENT OF INSTRUCTOR,2599.0,1
356751,Advanced Animal Nutrition,G,356451 OR CONSENT OF INSTRUCTOR,2599.0,1
356752,Ruminant Nutrition,G,356303 OR CONSENT OF INSTRUCTOR,2599.0,1
356753,Monogastric Animal Nutrition,G,356303 OR CONSENT OF INSTRUCTOR,2599.0,1
357711,Environmental Entomology,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357712,Insect Behavior Mechanisms,G,357710 OR CONSENT OF INSTRUCTOR,2599.0,1
357713,Insect Toxicology,G,357444 OR CONSENT OF INSTRUCTOR,2599.0,1
357714,Insect Population Ecology,G,357418 OR CONSENT OF INSTRUCTOR,2599.0,1
357721,Urban Entomology,G,357322 OR CONSENT OF INSTRUCTOR,2599.0,1
357722,Forest Entomology,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357723,Soil Insects,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357724,Aquatic Insects,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357731,Principles of Insect Taxonomy,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357732,Mature Insect Systematics,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357733,Immature Insect Systematics,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357751,Acarology,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357752,Araneology,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357761,Apiology,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357781,Pest Management I: Insect Pests,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
357782,Principles of Insect Pest Management,G,357418 OR CONSENT OF INSTRUCTOR,2599.0,1
357783,Postharvest Insect Pest Management,G,357311 OR CONSENT OF INSTRUCTOR,2599.0,1
359404,Postharvest Handling of Horticultural Crop,U,359311 or consent of instructor,2599.0,1
359702,Plant Tissue Culture in Agriculture,G,359301 OR CONSENT OF INSTRUCTOR,2599.0,1
359703,Water Relation in Plants,G,359311 OR CONSENT OF INSTRUCTOR,2599.0,1
359712,Flower and Ornamental Crop Improvement,G,202231 OR CONSENT OF INSTRUCTOR,2599.0,1
359721,Systematic Vegetable Crops,G,359421 OR CONSENT OF INSTRUCTOR,2599.0,1
359724,Physiology of Vegetable Crops 2,G,359311 OR CONSENT OF INSTRUCTOR,2599.0,1
359752,Improvement of Fruit Plants,G,202231 OR CONSENT OF INSTRUCTOR,2599.0,1
