"14064   ","463594","463593 and consent of the department"
"141     ","001440","001330 OR 002334 OR 014332 OR 003335"
"14148   ","464620","464506 and consent of the department"
"14149   ","464621","464506 and consent of the department"
"14150   ","464622","464506 and consent of the department"
"14151   ","464623","464506 and consent of the department"
"14152   ","464631","464506 and consent of the department"
"14153   ","464632","464506 and consent of the department"
"14154   ","464633","464506 and consent of the department"
"14155   ","464634","464506 and consent of the department"
"14156   ","464635","464506 and consent of the department"
"14157   ","464636","464506 and consent of the department"
"14158   ","464637","464506 and consent of the department"
"14159   ","464638","464506 and consent of the department"
"14160   ","464639","464506 and consent of the department"
"14161   ","464671","464506 and consent of the department"
"14162   ","464672","464506 and consent of the department"
"14163   ","464673","464506 and consent of the department"
"14164   ","464674","464547 and consent of the department"
"142     ","001440","001330 OR 002331 OR 014322 OR 003331"
"143     ","001441","001330 OR 014332 OR 002334 OR 003335"
"1431    ","020490","Fourth year standing for majors only"
"144     ","001441","001330 OR 002331 OR 014322 OR 003331"
"15708   ","603200","NONE ; FOR NON-SCIENCE STUDENTS ONLY"
"16026   ","651101","For non veterinary medicine students"
"16027   ","651102","For non veterinary medicine students"
"16029   ","651103","For non veterinary medicine students"
"16031   ","651105","For non veterinary medicine students"
"16033   ","651106","For non veterinary medicine students"
"16390   ","701399","Third year standing; for majors only"
"16525   ","702416","702312 AND CONSENT OF THE DEPARTMENT"
"16658   ","703399","third year standing; for majors only"
"16783   ","705399","third year standing; for majors only"
"17939   ","954471","954340 or consent of the depsartment"
"18197   ","332602","sixth year standing Medical students"
"18198   ","332605","sixth year standing medical students"
"18228   ","251476","251371 and consent of the department"
"18278   ","701399","third year standing; for majors only"
"18453   ","203351","203104 or 203111 or 203151 or 203162"
"18597   ","702416","702312 and consent of the department"
"1917    ","053423","053400 AND CONSENT OF THE INSTRUCTOR"
"19259   ","701399","third year standing; for majors only"
"19304   ","704399","third year standing; for majors only"
"19466   ","606464","606241 or 606244 or 601302 or 605321"
"20488   ","208370","208140 or 208141 or 208263 or 208280"
"20542   ","359467","353210 or 359202 or 359210 or 363210"
"20629   ","001489","001418 or 001428 or 001438 or 001478"
"20631   ","001498","001418 or 001428 or 001438 or 001478"
"20809   ","361433","361210 or 361211 or 215205 or 215206"
"20814   ","361471","361210 or 361211 or 207181 or 207191"
"21615   ","204422","204222 or 204320 or 204321 or 229323"
"22290   ","105595","105501 and consent of the department"
"23518   ","951211","951106 or 951107 or 951111 or 958261"
"23697   ","953102","953100 or 953101 or 953103 or 955103"
"23699   ","953202","953100 or 953101 or 953103 or 955103"
"23701   ","953212","953100 or 953101 or 953103 or 955103"
"23703   ","953231","953100 or 953101 or 953103 or 955103"
"23840   ","206281","206103 or 206111 or 206161 or 206113"
"23924   ","201301","215200 or 215201 or 215205 or 215207"
"24165   ","208353","208250 or 208263 or 208264 or 208272"
"24167   ","208370","208140 or 208141 or 208263 or 208280"
"24642   ","206253","206103 or 206111; for non-major only"
"24662   ","206355","206112 or 206116 or 206203 or 206261"
"24706   ","204362","204211 or 204212 or 204321 or 204361"
"24714   ","204422","204222 or 204320 or 204321 or 229323"
"24809   ","204492","204111 and consent of the department"
"25388   ","001489","001418 or 001428 or 001438 or 001478"
"31      ","001210","050102 or 001192 or 001104 or 001107"
"546     ","006476","Fourth year standing; for major only"
"5776    ","202371","202102 or 202109 or 202112 or 202185"
"6597    ","206281","206103 or 206111 or 206161 or 206113"
"6648    ","206411","206311 OR 206312 OR 206313 OR 206325"
"75      ","001296","050102  OR CONSENT OF THE INSTRUCTOR"
"8032    ","251283","251282 OR APPROVED BY THE DEPARTMENT"
"8128    ","251452","251313, 251422; AND 251431 OR 251433"
"8129    ","251452","251313, 251422; AND 251431 OR 251433"
"8152    ","251476","251371 AND CONSENT OF THE INSTRUCTOR"
"91      ","001320","001204 OR 001205 OR 001206 OR 001212"
"9514    ","260361","260201 OR 359211 OR 260200 OR 260301"
"10      ","001109","001108 or consent of the instructor"
"10248   ","301254","202182 OR CONSENT OF THE INSTRUCTOR"
"10263   ","301703","301701 or consent of the instructor"
"10279   ","301720","301704 or Consent of the instructor"
"10350   ","303771","303831 OR CONSENT OF THE DEPARTMENT"
"10625   ","311723","311701 or consent of the instructor"
"10629   ","311725","311701 OR CONSENT OF THE INSTRUCTOR"
"10652   ","311893","311892 OR CONSENT OF THE INSTRUCTOR"
"11117   ","320802","320701 or consent of the instructor"
"11121   ","320804","320701 or consent of the instructor"
"11123   ","320812","320701 or consent of the instructor"
"11141   ","321231","202184 or consent of the department"
"11244   ","322303","322301 OR CONSENT OF THE DEPARTMENT"
"11561   ","329203","Second year health science students"
"11562   ","329291","Second year health science students"
"1177    ","014307","050100 or consent of the instructor"
"11909   ","353722","353211 or consent of the department"
"11963   ","356306","356210 OR CONSENT OF THE DEPARTMENT"
"11966   ","356312","356210 OR CONSENT OF THE DEPARTMENT"
"11967   ","356321","356210 OR CONSENT OF THE DEPARTMENT"
"11968   ","356322","356210 OR CONSENT OF THE DEPARTMENT"
"11972   ","356333","356210 OR CONSENT OF THE DEPARTMENT"
"11974   ","356351","356303 OR CONSENT OF THE DEPARTMENT"
"11975   ","356361","356210 OR CONSENT OF THE DEPARTMENT"
"11976   ","356371","356210 OR CONSENT OF THE DEPARTMENT"
"11977   ","356372","356210 OR CONSENT OF THE DEPARTMENT"
"11978   ","356373","356210 OR CONSENT OF THE DEPARTMENT"
"11979   ","356374","356210 OR CONSENT OF THE DEPARTMENT"
"11980   ","356375","356210 OR CONSENT OF THE DEPARTMENT"
"11992   ","356441","356303 or consent of the department"
"11993   ","356442","356303 or consent of the department"
"11994   ","356443","356303 or consent of the department"
"11995   ","356444","356303 or consent of the department"
"11997   ","356446","356303 or consent of the department"
"1200    ","014402","050100 OR CONSENT OF THE INSTRUCTOR"
"12006   ","356471","356210 OR CONSENT OF THE DEPARTMENT"
"12007   ","356472","356306 OR CONSENT OF THE DEPARTMENT"
"12008   ","356474","356306 OR CONSENT OF THE DEPARTMENT"
"12009   ","356475","356210 OR CONSENT OF THE DEPARTMENT"
"1201    ","014402","050100 OR CONSENT OF THE INSTRUCTOR"
"12010   ","356476","356210 OR CONSENT OF THE DEPARTMENT"
"12011   ","356477","356210 OR CONSENT OF THE DEPARTMENT"
"12012   ","356478","356210 OR CONSENT OF THE DEPARTMENT"
"12013   ","356490","400209 or consent of the department"
"1202    ","014403","050100 or consent of the instructor"
"1203    ","014404","014304 OR CONSENT OF THE INSTRUCTOR"
"12031   ","356731","356331 or consent of the instructor"
"12034   ","356741","356201 or consent of the instructor"
"1204    ","014405","014302 or consent of the instructor"
"1208    ","014420","014210 OR CONSENT OF THE INSTRUCTOR"
"1212    ","014422","014210 or consent of the instructor"
"12139   ","357771","357210 or consent of the department"
"12206   ","359431","202111 or consent of the department"
"12227   ","359483","359382 OR CONSENT OF THE DEPARTMENT"
"12228   ","359484","359483 OR CONSENT OF THE DEPARTMENT"
"12411   ","361734","361733 or consent of the department"
"12439   ","362412","202112 or consent of the department"
"12478   ","366721","366702 or consent of the instructor"
"12480   ","366722","366702 or consent of the department"
"12873   ","406291","409281, 409291 Concurrent to 406281"
"12883   ","406392","406281, 406291 Concurrent to 406382"
"1360    ","019321","019204 OR CONSENT OF THE INSTRUCTOR"
"1386    ","019471","019303 OR CONSENT OF THE INSTRUCTOR"
"13956   ","462581","462409 OR CONSENT OF THE DEPARTMENT"
"1417    ","020341","020202 or consent of the instructor"
"14469   ","513331","208140 or consent of the department"
"14470   ","513331","208140 or consent of the department"
"1532    ","025102","025101 OR CONSENT OF THE INSTRUCTOR"
"1534    ","025104","025103 or consent of the department"
"1536    ","025106","025105 or consent of the department"
"1537    ","025107","025105 or consent of the department"
"1539    ","025109","025108 or consent of the department"
"1540    ","025110","025108 or consent of the department"
"1541    ","025201","025102 or consent of the instructor"
"1542    ","025202","025201 or consent of the instructor"
"1543    ","025203","025202 or consent of the instructor"
"1544    ","025204","025107 or consent of the department"
"1547    ","025207","025109 or consent of the department"
"1548    ","025208","025110 or consent of the department"
"1549    ","025301","025203 or consent of the instructor"
"1550    ","025302","025301 or consent of the instructor"
"1551    ","025303","025302 or consent of the instructor"
"1552    ","025304","025204 or consent of the department"
"1553    ","025305","025205 or consent of the department"
"15567   ","601725","601441 or consent of the instructor"
"1557    ","025311","025303 or consent of the instructor"
"1558    ","025312","025303 or consent of the instructor"
"1559    ","025321","025310 or consent of the department"
"1560    ","025322","025310 or consent of the department"
"1562    ","025381","025370 or consent of the department"
"1563    ","025399","014422 or consent of the instructor"
"1564    ","025411","025312 or consent of the instructor"
"1565    ","025412","025411 or consent of the instructor"
"1566    ","025420","025310 or consent of the department"
"1567    ","025421","025310 or consent of the department"
"1568    ","025422","025322 or consent of the department"
"1569    ","025423","025310 or consent of the department"
"1570    ","025480","025370 or consent of the department"
"1571    ","025481","025370 or consent of the department"
"1572    ","025482","025370 or consent of the department"
"16186   ","651644","sixth year standing: for veterinary"
"1648    ","033763","033750 or consent of the instructor"
"16599   ","703202","703103 OR CONSENT OF THE INSTRUCTOR"
"16609   ","703244","703202 or consent of the department"
"16830   ","705732","705721 or consent of the instructor"
"16839   ","705744","705721 or consent of the instructor"
"16844   ","705755","705721 or consent of the instructor"
"16845   ","705756","705721 or consent of the instructor"
"16846   ","705757","705721 or consent of the instructor"
"1710    ","051770","055771 or consent of the department"
"1730    ","052301","052201 OR CONSENT OF THE INSTRUCTOR"
"1731    ","052301","052200 OR CONSENT OF THE INSTRUCTOR"
"1732    ","052302","052201 OR CONSENT OF THE INSTRUCTOR"
"1733    ","052302","052200 OR CONSENT OF THE INSTRUCTOR"
"1734    ","052303","052201 OR CONSENT OF THE INSTRUCTOR"
"1735    ","052303","052200 OR CONSENT OF THE INSTRUCTOR"
"1736    ","052304","052201 OR CONSENT OF THE INSTRUCTOR"
"1737    ","052304","052200 OR CONSENT OF THE INSTRUCTOR"
"1738    ","052305","052201 OR CONSENT OF THE INSTRUCTOR"
"1739    ","052305","052200 OR CONSENT OF THE INSTRUCTOR"
"1740    ","052306","052201 OR CONSENT OF THE INSTRUCTOR"
"1741    ","052306","052200 OR CONSENT OF THE INSTRUCTOR"
"1742    ","052307","052200 or consent of the instructor"
"1743    ","052308","052200 or consent of the instructor"
"1744    ","052309","052201 OR CONSENT OF THE INSTRUCTOR"
"1745    ","052309","052200 OR CONSENT OF THE INSTRUCTOR"
"1750    ","052312","052201 OR CONSENT OF THE INSTRUCTOR"
"1759    ","052323","052201 OR CONSENT OF THE INSTRUCTOR"
"17639   ","914742","914721 or consent of the instructor"
"1785    ","052352","052242 or consent of the instructor"
"1787    ","052353","052242 or consent of the instructor"
"1789    ","052354","052242 OR CONSENT OF THE INSTRUCTOR"
"17892   ","954326","954320 or consent of the department"
"1791    ","052356","052242 OR CONSENT OF THE INSTRUCTOR"
"17913   ","954376","954240 or consent of the department"
"17924   ","954422","954323 or consent of the department"
"17928   ","954440","954240 or consent of the department"
"18037   ","055740","055703 or consent of the instructor"
"18497   ","100307","100103 or consent of the department"
"18517   ","071420","100308 or consent of the department"
"18556   ","256281","259107 or consent of the department"
"18558   ","256382","256281 or consent of the department"
"18559   ","256383","256382 or consent of the department"
"18563   ","261208","206261 or consent of the department"
"18573   ","356212","None; for non Agricultural Students"
"18602   ","703244","703202 or consent of the department"
"18640   ","210433","210201 or consent of the department"
"18765   ","205464","205358 or consent of the department"
"18828   ","226708","226705 or consent of the department"
"18876   ","651644","sixth year standing: for veterinary"
"18888   ","520712","Consent of Administrative Committee"
"18889   ","520713","Consent of Administrative Committee"
"18922   ","954310","954270 or consent of the department"
"18929   ","954421","954320 or consent of the department"
"18930   ","954423","954323 or consent of the department"
"19067   ","154475","154275 or consent of the department"
"1916    ","053420","053400 OR CONSENT OF THE INSTRUCTOR"
"1922    ","053447","053400 OR CONSENT OF THE INSTRUCTOR"
"19439   ","154451","154330 or consent of the department"
"19440   ","154492","154281 or consent of the department"
"19590   ","152301","152201 or consent of the department"
"19650   ","154482","154141 or consent of the department"
"19742   ","256271","259107 or consent of the department"
"19743   ","256473","256271 or consent of the department"
"19828   ","175431","152211 or consent of the department"
"19904   ","705767","705721 or consent of the department"
"19905   ","705768","705721 or consent of the department"
"19906   ","705769","705721 or consent of the department"
"19907   ","705770","705721 or consent of the department"
"19908   ","705771","705721 or consent of the department"
"19909   ","705772","705721 or consent of the department"
"19910   ","705773","705721 or consent of the department"
"19911   ","705774","705721 or consent of the department"
"19912   ","705775","705721 or consent of the department"
"19913   ","705776","705721 or consent of the department"
"19914   ","705777","705721 or consent of the department"
"19915   ","705778","705721 or consent of the department"
"19916   ","705779","705721 or consent of the department"
"19917   ","705780","705721 or consent of the department"
"19918   ","705781","705721 or consent of the department"
"19919   ","705782","705721 or consent of the department"
"19920   ","705783","705721 or consent of the department"
"19921   ","705784","705721 or consent of the department"
"19922   ","705785","705721 or consent of the department"
"19923   ","705786","705721 or consent of the department"
"19924   ","705787","705721 or consent of the department"
"19946   ","175432","152211 or consent of the department"
"1997    ","054320","013103 OR CONSENT OF THE INSTRUCTOR"
"1998    ","054321","013103 OR CONSENT OF THE INSTRUCTOR"
"19995   ","251449","251341 or consent of the department"
"20118   ","067303","100211 or consent of the department"
"20119   ","067311","100211 or consent of the department"
"20120   ","067371","100211 or consent of the department"
"20121   ","067372","100211 or consent of the department"
"20122   ","067432","100211 or consent of the department"
"20126   ","067492","067432 or consent of the department"
"20128   ","052323","052201 or consent of the department"
"20253   ","057427","057300 or consent of the department"
"20269   ","064425","064430 or consent of the department"
"20270   ","064426","064430 or consent of the department"
"20271   ","064427","064430 or consent of the department"
"20297   ","064433","064430 or consent of the department"
"2036    ","055324","055304 OR CONSENT OF THE INSTRUCTOR"
"20363   ","064415","064430 or consent of the department"
"20367   ","064421","064430 or consent of the department"
"2040    ","055407","055304 OR CONSENT OF THE INSTRUCTOR"
"20431   ","004302","004101 or consent of the department"
"20432   ","004309","004302 or consent of the department"
"2044    ","055702","055701 or consent of the instructor"
"2046    ","055704","055703 or consent of the instructor"
"2049    ","055712","055711 or consent of the instructor"
"2050    ","055713","055711 or consent of the instructor"
"2051    ","055714","055711 or consent of the instructor"
"2052    ","055716","055711 or consent of the instructor"
"2053    ","055718","055711 or consent of the instructor"
"20537   ","356313","356312 or consent of the department"
"20538   ","356376","356312 or consent of the department"
"20539   ","356415","356411 or consent of the department"
"2054    ","055719","055701 or consent of the instructor"
"20540   ","359305","363210 or consent of the department"
"20541   ","359306","351202 or consent of the department"
"20544   ","363401","400210 or consent of the department"
"20555   ","365401","365201 or consent of the department"
"20556   ","365422","365201 or consent of the department"
"20559   ","365428","365201 or consent of the department"
"20634   ","001315","001213 or consent of the department"
"20643   ","126327","126324 or consent of the department"
"2065    ","055731","055701 or consent of the instructor"
"2066    ","055732","055703 or consent of the instructor"
"2067    ","055733","055703 or consent of the instructor"
"2070    ","055736","055703 or consent of the instructor"
"2071    ","055737","055703 or consent of the instructor"
"2072    ","055738","055701 or consent of the instructor"
"2073    ","055739","055703 or consent of the instructor"
"20738   ","154371","154276 or consent of the department"
"2074    ","055740","055703 or consent of the instructor"
"2075    ","055741","055703 or consent of the instructor"
"2077    ","055751","055701 OR consent of the instructor"
"2078    ","055752","055703 OR consent of the instructor"
"2079    ","055753","055703 OR consent of the instructor"
"20818   ","361476","363210 or consent of the department"
"20838   ","359723","359311 or consent of the department"
"20931   ","359301","363210 or consent of the department"
"20936   ","359302","359301 or consent of the department"
"20937   ","359303","363210 or consent of the department"
"20939   ","359341","363210 or consent of the department"
"20941   ","359360","363210 or consent of the department"
"20942   ","359380","363210 or consent of the department"
"20943   ","359381","363210 or consent of the department"
"20949   ","359410","363210 or consent of the department"
"2095    ","055832","055800 or consent of the instructor"
"20950   ","359413","363210 or consent of the department"
"20954   ","359431","215205 or consent of the department"
"20957   ","359455","363210 or consent of the department"
"20967   ","359414","359410 or consent of the department"
"20974   ","356303","356210 or consent of the department"
"20975   ","356304","356303 or consent of the department"
"20976   ","356426","356210 or consent of the department"
"20978   ","356342","356303 or consent of the department"
"20980   ","356412","356411 or consent of the department"
"20981   ","356414","356331 or consent of the department"
"20983   ","356425","356210 or consent of the department"
"20984   ","356431","356261 or consent of the department"
"20986   ","356441","356303 or consent of the department"
"20987   ","356443","356303 or consent of the department"
"20988   ","356444","356303 or consent of the department"
"20990   ","356446","356303 or consent of the department"
"20993   ","356449","356303 or consent of the department"
"20995   ","356452","356303 or consent of the department"
"20996   ","356455","356303 or consent of the department"
"20997   ","356456","356303 or consent of the department"
"21      ","001201","001102 or consent of the department"
"21018   ","009333","009234 or consent of the department"
"21048   ","705727","705721 or consent of the department"
"21078   ","177222","177113 or consent of the department"
"21304   ","705743","705721 or consent of the instructor"
"21308   ","705792","705721 or consent of the department"
"21333   ","033756","033754 or consent of the instructor"
"21383   ","301221","202143 or consent of the department"
"21476   ","359705","359311 or consent of the department"
"21477   ","359706","359311 or consent of the department"
"21480   ","359713","359311 or consent of the department"
"21481   ","359715","359405 or consent of the department"
"21482   ","359716","359311 or consent of the department"
"21500   ","353752","353741 or consent of the instructor"
"21561   ","951341","951102 or consent of the department"
"21562   ","951342","951102 or consent of the department"
"21685   ","356722","356261 or consent of the instructor"
"21686   ","356723","356722 or consent of the instructor"
"21776   ","033755","033750 or consent of the instructor"
"21777   ","033761","033750 or consent of the instructor"
"21778   ","033762","033750 or consent of the instructor"
"22079   ","177332","177330 or consent of the department"
"22094   ","061317","100111 or consent of the department"
"22097   ","061404","100291 or consent of the department"
"22187   ","061460","104320 or consent of the department"
"22248   ","209382","203203 or consent of the department"
"22375   ","025209","025208 or consent of the department"
"22376   ","025483","025370 or consent of the department"
"22388   ","062304","062200 or consent of the department"
"22390   ","062401","062200 or consent of the department"
"22401   ","954467","954231 or consent of the department"
"22413   ","254872","254770 or consent of the instructor"
"22422   ","062320","100111 or consent of the department"
"22429   ","070301","100112 or consent of the department"
"22437   ","205805","205473 or consent of the department"
"22453   ","025109","025108 or consent of the department"
"22454   ","025110","025108 or consent of the department"
"22455   ","025204","025107 or consent of the department"
"22457   ","025207","025109 or consent of the department"
"22458   ","025208","025110 or consent of the department"
"22459   ","025304","025204 or consent of the department"
"22460   ","025306","025206 or consent of the department"
"22463   ","025421","025310 or consent of the department"
"22464   ","025482","025370 or consent of the department"
"22509   ","954421","954170 or consent of the department"
"22511   ","954422","954424 or consent of the department"
"22547   ","954248","955102 or consent of the department"
"22552   ","954365","955102 or consent of the department"
"22554   ","954310","954170 or consent of the department"
"22567   ","954370","954310 or consent of the department"
"22571   ","954448","954240 or consent of the department"
"22573   ","954412","954104 or consent of the department"
"22576   ","954423","954170 or consent of the department"
"22577   ","954442","954248 or consent of the department"
"22588   ","321233","202184 or consent of the department"
"22647   ","357741","357210 or Consent of the Department"
"22648   ","357742","357210 or Consent of the Department"
"22653   ","301718","301703 or Consent of the instructor"
"228     ","002192","002191 OR CONSENT OF THE INSTRUCTOR"
"22897   ","057425","057420 or consent of the department"
"229     ","002192","002191 OR CONSENT OF THE INSTRUCTOR"
"22901   ","105101","105100 or consent of the department"
"22902   ","105203","105100 or consent of the department"
"22905   ","105204","105100 or consent of the department"
"22906   ","105305","105100 or consent of the department"
"22926   ","365325","365201 or consent of the department"
"22929   ","365401","365201 or consent of the department"
"22930   ","365422","365201 or consent of the department"
"22969   ","352711","352311 or consent of the instructor"
"22971   ","352713","352311 or consent of the instructor"
"22972   ","352715","325311 or consent of the instructor"
"22973   ","352716","352311 or consent of the instructor"
"22974   ","352721","352311 or consent of the instructor"
"22975   ","352731","352311 or consent of the instructor"
"22976   ","352741","352311 or consent of the instructor"
"22977   ","352743","352311 or consent of the instructor"
"22978   ","352769","352311 or consent of the instructor"
"22980   ","352792","352791 or consent of the instructor"
"23069   ","520712","Consent of Administrative Committee"
"2328    ","057401","100209 or consent of the department"
"23293   ","055702","055701 or consent of the instructor"
"23295   ","055704","055703 or consent of the instructor"
"23296   ","055712","055711 or consent of the instructor"
"23297   ","055714","055711 or consent of the instructor"
"23298   ","055731","055701 or consent of the instructor"
"23301   ","055738","055701 or consent of the instructor"
"23302   ","055739","055703 or consent of the instructor"
"23303   ","055740","055703 or consent of the instructor"
"23304   ","055741","055703 or consent of the instructor"
"23306   ","055742","055703 or consent of the instructor"
"23311   ","502313","321233 or consent of the department"
"23312   ","502314","321233 or consent of the department"
"23413   ","261742","261741 or consent of the department"
"23419   ","229471","229352 or consent of the department"
"23438   ","208737","208712 or consent of the instructor"
"23452   ","954142","955103 or consent of the department"
"23490   ","466480","466442 or consent of the department"
"2351    ","057413","100307 or consent of the department"
"23511   ","359412","363210 or consent of the department"
"23516   ","126334","126101 or consent of the department"
"2368    ","057427","057300 or consent of the department"
"23688   ","052350","052203 or consent of the department"
"23727   ","256383","256382 or consent of the department"
"23736   ","202433","202231 or consent of the department"
"23740   ","126330","126101 or consent of the department"
"23795   ","004309","004302 or consent of the department"
"23819   ","261304","261214 or consent of the department"
"23940   ","205404","205485 or consent of the department"
"23984   ","210433","210201 or consent of the department"
"24      ","001202","001102 or consent of the department"
"24077   ","063841","055800 or consent of the instructor"
"24079   ","059841","055800 or consent of the instructor"
"24141   ","208738","208711 or consent of the instructor"
"24142   ","208776","208711 or consent of the instructor"
"24181   ","202892","202891 or consent of the instructor"
"24182   ","202893","202892 or consent of the instructor"
"2420    ","058425","058420 OR CONSENT OF THE INSTRUCTOR"
"2421    ","058426","058420 OR CONSENT OF THE INSTRUCTOR"
"24339   ","206773","206711 or consent of the instructor"
"2436    ","058445","058440 OR CONSENT OF THE INSTRUCTOR"
"24388   ","128436","128310 or consent of the department"
"24395   ","211708","211312 or consent of the instructor"
"2440    ","058452","058450 OR CONSENT OF THE INSTRUCTOR"
"24406   ","205475","205324 or consent of the department"
"24409   ","014424","014210 or consent of the department"
"2441    ","058454","058450 OR CONSENT OF THE INSTRUCTOR"
"24453   ","356362","356210 or consent of the department"
"24454   ","356369","356210 or consent of the department"
"2447    ","058461","058200 OR CONSENT OF THE INSTRUCTOR"
"24473   ","030102","030101 or consent of the department"
"2449    ","058464","058460 OR CONSENT OF THE INSTRUCTOR"
"24490   ","804321","804122 or consent of the department"
"24491   ","804401","804122 or consent of the department"
"24492   ","804404","804371 or consent of the department"
"2450    ","058465","058460 OR CONSENT OF THE INSTRUCTOR"
"2454    ","058469","058460 OR CONSENT OF THE INSTRUCTOR"
"24562   ","051418","051302 or consent of the department"
"24563   ","060301","060210 or consent of the department"
"24564   ","060310","060210 or consent of the department"
"24565   ","062320","100111 or consent of the department"
"2460    ","059403","059400 OR CONSENT OF THE INSTRUCTOR"
"24673   ","206423","206325 or consent of the department"
"2474    ","059430","059400 OR CONSENT OF THE INSTRUCTOR"
"2476    ","059440","059400 OR CONSENT OF THE INSTRUCTOR"
"24816   ","128437","128305 or consent of the department"
"24822   ","203420","203222 or consent of the department"
"24826   ","203472","203324 or consent of the department"
"24827   ","203473","203324 or consent of the department"
"24858   ","205464","205358 or consent of the department"
"24874   ","214340","202102 or consent of the department"
"24880   ","214411","214261 or consent of the department"
"24881   ","214412","214261 or consent of the department"
"24885   ","214422","202231 or consent of the department"
"24886   ","214430","202231 or consent of the department"
"24925   ","209382","203203 or consent of the department"
"25017   ","202432","202231 or consent of the department"
"25018   ","202433","202231 or consent of the department"
"25019   ","202435","202231 or consent of the department"
"25020   ","202436","202231 or consent of the department"
"25127   ","365429","365401 or consent of the department"
"25128   ","365432","365421 or consent of the department"
"25131   ","356422","356310 or consent of the department"
"25132   ","356423","356320 or consent of the department"
"25133   ","356380","356210 or consent of the department"
"25134   ","356450","356350 or consent of the department"
"25135   ","356457","356350 or consent of the department"
"25136   ","356458","356350 or consent of the department"
"25137   ","356479","356350 or consent of the department"
"25138   ","356484","356350 or consent of the department"
"252     ","002291","002192 OR CONSENT OF THE INSTRUCTOR"
"253     ","002292","002192 OR CONSENT OF THE INSTRUCTOR"
"25373   ","001208","001207 or consent of the department"
"25394   ","356334","356330 or consent of the department"
"25395   ","356352","356210 or consent of the department"
"25396   ","356435","356330 or consent of the department"
"25397   ","356480","356310 or consent of the department"
"25398   ","356481","356210 or consent of the department"
"25399   ","356482","356210 or consent of the department"
"25400   ","356483","356378 or consent of the department"
"25404   ","356330","356210 or consent of the department"
"25405   ","356335","356330 or consent of the department"
"25406   ","356350","356210 or consent of the department"
"25407   ","356358","356210 or consent of the department"
"25408   ","356312","356210 or consent of the department"
"25409   ","356417","356210 or consent of the department"
"25410   ","356427","356210 or consent of the department"
"25411   ","356385","356210 or consent of the department"
"25412   ","356386","356210 or consent of the department"
"25413   ","356460","356330 or consent of the department"
"25414   ","356314","356210 or consent of the department"
"25416   ","356379","356210 or consent of the department"
"25417   ","356377","356358 or consent of the department"
"25418   ","356378","356210 or consent of the department"
"25419   ","356388","356210 or consent of the department"
"25420   ","356357","356210 or consent of the department"
"25421   ","356473","356312 or consent of the department"
"25423   ","356310","356210 or consent of the department"
"25424   ","356410","356310 or consent of the department"
"25425   ","356370","356210 or consent of the department"
"25426   ","356413","356310 or consent of the department"
"25427   ","356389","356210 or consent of the department"
"25428   ","356485","356210 or consent of the department"
"25429   ","356421","356210 or consent of the department"
"25430   ","356420","356320 or consent of the department"
"25432   ","356441","356330 or consent of the department"
"25433   ","356442","356330 or consent of the department"
"25434   ","356443","356330 or consent of the department"
"25435   ","356444","356330 or consent of the department"
"25437   ","356446","356330 or consent of the department"
"25438   ","356447","356441 or consent of the department"
"25439   ","356487","356210 or consent of the department"
"25440   ","356449","356330 or consent of the department"
"25442   ","356436","356330 or consent of the department"
"25443   ","356434","356330 or consent of the department"
"25444   ","356433","356330 or consent of the department"
"25445   ","356453","356358 or consent of the department"
"25446   ","356353","356210 or consent of the department"
"25447   ","356454","356350 or consent of the department"
"25448   ","356354","356210 or consent of the department"
"25449   ","356356","356210 or consent of the department"
"25453   ","356498","356497 or consent of the department"
"25455   ","356336","356210 or consent of the department"
"25456   ","356488","356210 or consent of the department"
"25457   ","356459","356210 or consent of the department"
"25470   ","801204","001102 or consent of the department"
"25484   ","256481","256381 or consent of the department"
"25506   ","520713","Consent of Administrative Committee"
"25517   ","317221","301221 or consent of the department"
"25518   ","318221","301221 or consent of the department"
"2570    ","062320","100202 OR CONSENT OF THE INSTRUCTOR"
"2571    ","062320","100202 OR CONSENT OF THE DEPARTMENT"
"2595    ","062460","062450 OR CONSENT OF THE INSTRUCTOR"
"2648    ","063732","088700 or consent of the instructor"
"2700    ","064415","064410 OR CONSENT OF THE DEPARTMENT"
"2767    ","065331","100202 or consent of the instructor"
"2768    ","065332","100206 or consent of the department"
"2769    ","065333","100206 or consent of the department"
"2770    ","065420","065320 or consent of the department"
"2772    ","065430","100202 or consent of the department"
"2773    ","065430","100202 or consent of the instructor"
"2783    ","065437","100308 or consent of the department"
"2823    ","065781","065701 or consent of the department"
"2824    ","065782","065781 or consent of the department"
"29      ","001208","001109 or consent of the instructor"
"2925    ","067434","067432 OR CONSENT OF THE DEPARTMENT"
"2937    ","067492","067432 OR CONSENT OF THE DEPARTMENT"
"2961    ","068781","055770 or consent of the instructor"
"3       ","001102","001101 or consent of the department"
"30      ","001209","001208 or consent of the instructor"
"3003    ","070401","100303 OR CONSENT OF THE INSTRUCTOR"
"3005    ","070402","100303 OR CONSENT OF THE INSTRUCTOR"
"3007    ","070403","100303 OR CONSENT OF THE INSTRUCTOR"
"3009    ","070404","100303 OR CONSENT OF THE INSTRUCTOR"
"3011    ","070405","100303 OR CONSENT OF THE INSTRUCTOR"
"3013    ","070406","100303 OR CONSENT OF THE INSTRUCTOR"
"3025    ","070415","100201 OR CONSENT OF THE INSTRUCTOR"
"3044    ","071410","100202 OR CONSENT OF THE INSTRUCTOR"
